"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Fayette","Fayette","Fayette County","48149","TX","Texas","29.8768","-96.9198","24445"
"Abbeville","Abbeville","Abbeville County","45001","SC","South Carolina","34.2226","-82.4593","24374"
"Lincoln","Lincoln","Lincoln County","21137","KY","Kentucky","37.4554","-84.6608","24314"
"Goochland","Goochland","Goochland County","51075","VA","Virginia","37.7221","-77.9158","24300"
"Crook","Crook","Crook County","41013","OR","Oregon","44.1422","-120.3566","24300"
"Scott","Scott","Scott County","18143","IN","Indiana","38.6851","-85.7475","24290"
"George","George","George County","28039","MS","Mississippi","30.8626","-88.6440","24260"
"Shelby","Shelby","Shelby County","48419","TX","Texas","31.7924","-94.1450","24254"
"Jefferson","Jefferson","Jefferson County","41031","OR","Oregon","44.6294","-121.1760","24232"
"Burke","Burke","Burke County","13033","GA","Georgia","33.0611","-82.0007","24231"
"Union","Union","Union County","13291","GA","Georgia","34.8341","-83.9907","24183"
"Aransas","Aransas","Aransas County","48007","TX","Texas","28.1249","-96.9934","24149"
"Jerome","Jerome","Jerome County","16053","ID","Idaho","42.6899","-114.2639","24081"
"Dawson","Dawson","Dawson County","31047","NE","Nebraska","40.8699","-99.8196","24031"
"Fairfax","Fairfax","Fairfax City","51600","VA","Virginia","38.8531","-77.2998","23980"
"Upshur","Upshur","Upshur County","54097","WV","West Virginia","38.8979","-80.2334","23965"
"Hood River","Hood River","Hood River County","41027","OR","Oregon","45.5190","-121.6511","23915"
"Saline","Saline","Saline County","17165","IL","Illinois","37.7531","-88.5407","23869"
"Blaine","Blaine","Blaine County","16013","ID","Idaho","43.4119","-113.9802","23868"
"Itawamba","Itawamba","Itawamba County","28057","MS","Mississippi","34.2800","-88.3613","23863"
"Ohio","Ohio","Ohio County","21183","KY","Kentucky","37.4782","-86.8489","23861"
"Mingo","Mingo","Mingo County","54059","WV","West Virginia","37.7264","-82.1347","23821"
"Seminole","Seminole","Seminole County","40133","OK","Oklahoma","35.1675","-96.6155","23798"
"Washington","Washington","Washington County","29221","MO","Missouri","37.9617","-90.8774","23791"
"Page","Page","Page County","51139","VA","Virginia","38.6194","-78.4844","23734"
"Iowa","Iowa","Iowa County","55049","WI","Wisconsin","43.0005","-90.1354","23715"
"Winston","Winston","Winston County","01133","AL","Alabama","34.1492","-87.3737","23650"
"Anderson","Anderson","Anderson County","21005","KY","Kentucky","38.0039","-84.9910","23646"
"St. Francis","St. Francis","St. Francis County","05123","AR","Arkansas","35.0220","-90.7478","23623"
"Juniata","Juniata","Juniata County","42067","PA","Pennsylvania","40.5311","-77.4022","23607"
"Plaquemines","Plaquemines","Plaquemines Parish","22075","LA","Louisiana","29.4406","-89.6100","23536"
"Menominee","Menominee","Menominee County","26109","MI","Michigan","45.5801","-87.5566","23477"
"Roscommon","Roscommon","Roscommon County","26143","MI","Michigan","44.3356","-84.6116","23458"
"Antrim","Antrim","Antrim County","26009","MI","Michigan","44.9991","-85.1402","23427"
"Fayette","Fayette","Fayette County","18041","IN","Indiana","39.6400","-85.1788","23393"
"Grainger","Grainger","Grainger County","47057","TN","Tennessee","36.2763","-83.5096","23377"
"Clarke","Clarke","Clarke County","01025","AL","Alabama","31.6767","-87.8308","23346"
"Teton","Teton","Teton County","56039","WY","Wyoming","43.9346","-110.5898","23319"
"Saline","Saline","Saline County","29195","MO","Missouri","39.1368","-93.2018","23278"
"Starke","Starke","Starke County","18149","IN","Indiana","41.2809","-86.6476","23275"
"Meeker","Meeker","Meeker County","27093","MN","Minnesota","45.1231","-94.5274","23268"
"McDonald","McDonald","McDonald County","29119","MO","Missouri","36.6287","-94.3483","23267"
"Franklin","Franklin","Franklin County","13119","GA","Georgia","34.3754","-83.2291","23256"
"Curry","Curry","Curry County","41015","OR","Oregon","42.4576","-124.1568","23234"
"Hampshire","Hampshire","Hampshire County","54027","WV","West Virginia","39.3171","-78.6141","23214"
"Yankton","Yankton","Yankton County","46135","SD","South Dakota","43.0090","-97.3948","23213"
"Poinsett","Poinsett","Poinsett County","05111","AR","Arkansas","35.5740","-90.6630","23212"
"Tattnall","Tattnall","Tattnall County","13267","GA","Georgia","32.0458","-82.0581","23211"
"Crawford","Crawford","Crawford County","29055","MO","Missouri","37.9764","-91.3039","23204"
"Allen","Allen","Allen Parish","22003","LA","Louisiana","30.6530","-92.8280","23085"
"Ray","Ray","Ray County","29177","MO","Missouri","39.3523","-93.9899","23080"
"Hopewell","Hopewell","Hopewell City","51670","VA","Virginia","37.2915","-77.2985","23020"
"Pacific","Pacific","Pacific County","53049","WA","Washington","46.5557","-123.7041","22974"
"Columbia","Columbia","Columbia County","05027","AR","Arkansas","33.2143","-93.2273","22947"
"Osceola","Osceola","Osceola County","26133","MI","Michigan","43.9898","-85.3252","22917"
"Ouachita","Ouachita","Ouachita County","05103","AR","Arkansas","33.5934","-92.8819","22858"
"Vilas","Vilas","Vilas County","55125","WI","Wisconsin","46.0529","-89.5148","22813"
"Johnson","Johnson","Johnson County","21115","KY","Kentucky","37.8466","-82.8315","22794"
"Caswell","Caswell","Caswell County","37033","NC","North Carolina","36.3932","-79.3335","22785"
"Franklin","Franklin","Franklin County","18047","IN","Indiana","39.4149","-85.0602","22769"
"Emanuel","Emanuel","Emanuel County","13107","GA","Georgia","32.5897","-82.3017","22739"
"Rockbridge","Rockbridge","Rockbridge County","51163","VA","Virginia","37.8145","-79.4473","22663"
"Brooke","Brooke","Brooke County","54009","WV","West Virginia","40.2739","-80.5765","22603"
"Sumner","Sumner","Sumner County","20191","KS","Kansas","37.2373","-97.4765","22603"
"Panola","Panola","Panola County","48365","TX","Texas","32.1624","-94.3056","22583"
"Washington","Washington","Washington County","19183","IA","Iowa","41.3356","-91.7179","22525"
"New Kent","New Kent","New Kent County","51127","VA","Virginia","37.5052","-76.9974","22519"
"Lee","Lee","Lee County","51105","VA","Virginia","36.7054","-83.1286","22482"
"Klickitat","Klickitat","Klickitat County","53039","WA","Washington","45.8738","-120.7891","22478"
"Mercer","Mercer","Mercer County","21167","KY","Kentucky","37.8110","-84.8745","22470"
"Bibb","Bibb","Bibb County","01007","AL","Alabama","32.9986","-87.1265","22412"
"Anson","Anson","Anson County","37007","NC","North Carolina","34.9738","-80.1027","22388"
"Sabine","Sabine","Sabine Parish","22085","LA","Louisiana","31.5640","-93.5547","22377"
"Overton","Overton","Overton County","47133","TN","Tennessee","36.3450","-85.2881","22364"
"Meigs","Meigs","Meigs County","39105","OH","Ohio","39.0822","-82.0229","22361"
"Beckham","Beckham","Beckham County","40009","OK","Oklahoma","35.2687","-99.6820","22349"
"Houston","Houston","Houston County","48225","TX","Texas","31.3177","-95.4227","22288"
"Asotin","Asotin","Asotin County","53003","WA","Washington","46.1918","-117.2030","22285"
"Limestone","Limestone","Limestone County","48293","TX","Texas","31.5455","-96.5805","22252"
"Leelanau","Leelanau","Leelanau County","26089","MI","Michigan","44.9385","-85.8120","22251"
"Grant","Grant","Grant Parish","22043","LA","Louisiana","31.5997","-92.5595","22236"
"Nobles","Nobles","Nobles County","27105","MN","Minnesota","43.6742","-95.7534","22223"
"Seward","Seward","Seward County","20175","KS","Kansas","37.1933","-100.8513","22223"
"Martin","Martin","Martin County","37117","NC","North Carolina","35.8432","-77.1092","22213"
"Waynesboro","Waynesboro","Waynesboro City","51820","VA","Virginia","38.0674","-78.9014","22149"
"Mahaska","Mahaska","Mahaska County","19123","IA","Iowa","41.3352","-92.6409","22132"
"Boone","Boone","Boone County","54005","WV","West Virginia","38.0230","-81.7112","22059"
"Hertford","Hertford","Hertford County","37091","NC","North Carolina","36.3591","-76.9820","22010"
"Saunders","Saunders","Saunders County","31155","NE","Nebraska","41.2264","-96.6374","22008"
"Jo Daviess","Jo Daviess","Jo Daviess County","17085","IL","Illinois","42.3658","-90.2126","21995"
"Randolph","Randolph","Randolph County","01111","AL","Alabama","33.2938","-85.4591","21984"
"Mitchell","Mitchell","Mitchell County","13205","GA","Georgia","31.2253","-84.1943","21940"
"Wyandot","Wyandot","Wyandot County","39175","OH","Ohio","40.8424","-83.3044","21933"
"Prince Edward","Prince Edward","Prince Edward County","51147","VA","Virginia","37.2243","-78.4411","21887"
"Henry","Henry","Henry County","29083","MO","Missouri","38.3852","-93.7928","21884"
"Tippah","Tippah","Tippah County","28139","MS","Mississippi","34.7684","-88.9089","21877"
"Putnam","Putnam","Putnam County","13237","GA","Georgia","33.3218","-83.3728","21870"
"Scott","Scott","Scott County","47151","TN","Tennessee","36.4285","-84.5035","21855"
"Coahoma","Coahoma","Coahoma County","28027","MS","Mississippi","34.2300","-90.6018","21839"
"Letcher","Letcher","Letcher County","21133","KY","Kentucky","37.1212","-82.8553","21784"
"Colusa","Colusa","Colusa County","06011","CA","California","39.1775","-122.2370","21780"
"Logan","Logan","Logan County","08075","CO","Colorado","40.7247","-103.1101","21765"
"Taylor","Taylor","Taylor County","12123","FL","Florida","30.0470","-83.6035","21762"
"McDuffie","McDuffie","McDuffie County","13189","GA","Georgia","33.4828","-82.4814","21727"
"Gage","Gage","Gage County","31067","NE","Nebraska","40.2619","-96.6894","21706"
"Stutsman","Stutsman","Stutsman County","38093","ND","North Dakota","46.9793","-98.9588","21678"
"Hockley","Hockley","Hockley County","48219","TX","Texas","33.6076","-102.3432","21670"
"Grenada","Grenada","Grenada County","28043","MS","Mississippi","33.7699","-89.8019","21621"
"Wyoming","Wyoming","Wyoming County","54109","WV","West Virginia","37.6096","-81.5492","21581"
"Scott","Scott","Scott County","51169","VA","Virginia","36.7143","-82.6029","21576"
"Nodaway","Nodaway","Nodaway County","29147","MO","Missouri","40.3608","-94.8834","21571"
"Clark","Clark","Clark County","05019","AR","Arkansas","34.0510","-93.1764","21569"
"Jersey","Jersey","Jersey County","17083","IL","Illinois","39.0855","-90.3565","21533"
"Fayette","Fayette","Fayette County","17051","IL","Illinois","39.0002","-89.0241","21514"
"Moore","Moore","Moore County","48341","TX","Texas","35.8377","-101.8930","21494"
"Sevier","Sevier","Sevier County","49041","UT","Utah","38.7478","-111.8044","21471"
"Leake","Leake","Leake County","28079","MS","Mississippi","32.7535","-89.5240","21452"
"Texas","Texas","Texas County","40139","OK","Oklahoma","36.7479","-101.4901","21448"
"Lampasas","Lampasas","Lampasas County","48281","TX","Texas","31.1962","-98.2415","21443"
"Wabasha","Wabasha","Wabasha County","27157","MN","Minnesota","44.2843","-92.2303","21425"
"Gray","Gray","Gray County","48179","TX","Texas","35.4012","-100.8126","21398"
"Minidoka","Minidoka","Minidoka County","16067","ID","Idaho","42.8543","-113.6375","21393"
"Newton","Newton","Newton County","28101","MS","Mississippi","32.4002","-89.1188","21385"
"Assumption","Assumption","Assumption Parish","22007","LA","Louisiana","29.9024","-91.0608","21366"
"Logan","Logan","Logan County","05083","AR","Arkansas","35.2149","-93.7166","21299"
"Dakota","Dakota","Dakota County","31043","NE","Nebraska","42.3911","-96.5646","21284"
"Owen","Owen","Owen County","18119","IN","Indiana","39.3128","-86.8377","21280"
"Union","Union","Union Parish","22111","LA","Louisiana","32.8318","-92.3748","21272"
"Madison","Madison","Madison County","37115","NC","North Carolina","35.8580","-82.7058","21269"
"Llano","Llano","Llano County","48299","TX","Texas","30.7058","-98.6841","21246"
"Hubbard","Hubbard","Hubbard County","27057","MN","Minnesota","47.1086","-94.9167","21219"
"Fairfield","Fairfield","Fairfield County","45039","SC","South Carolina","34.3951","-81.1212","21186"
"Fillmore","Fillmore","Fillmore County","27045","MN","Minnesota","43.6740","-92.0902","21179"
"Gaines","Gaines","Gaines County","48165","TX","Texas","32.7407","-102.6352","21167"
"Shelby","Shelby","Shelby County","17173","IL","Illinois","39.3911","-88.8055","21160"
"Morgan","Morgan","Morgan County","47129","TN","Tennessee","36.1350","-84.6492","21158"
"Perry","Perry","Perry County","17145","IL","Illinois","38.0837","-89.3670","21158"
"Clinton","Clinton","Clinton County","29049","MO","Missouri","39.6018","-94.4046","21095"
"Jackson","Jackson","Jackson County","55053","WI","Wisconsin","44.3192","-90.8053","21004"
"Pointe Coupee","Pointe Coupee","Pointe Coupee Parish","22077","LA","Louisiana","30.7095","-91.6008","20951"
"Morgan","Morgan","Morgan County","29141","MO","Missouri","38.4237","-92.8860","20883"
"Bandera","Bandera","Bandera County","48019","TX","Texas","29.7472","-99.2463","20839"
"Worth","Worth","Worth County","13321","GA","Georgia","31.5515","-83.8509","20824"
"Sullivan","Sullivan","Sullivan County","18153","IN","Indiana","39.0888","-87.4147","20814"
"Hutchinson","Hutchinson","Hutchinson County","48233","TX","Texas","35.8400","-101.3547","20801"
"Barnwell","Barnwell","Barnwell County","45011","SC","South Carolina","33.2661","-81.4349","20801"
"Dodge","Dodge","Dodge County","27039","MN","Minnesota","44.0226","-92.8621","20798"
"Carroll","Carroll","Carroll County","19027","IA","Iowa","42.0362","-94.8605","20756"
"Ogemaw","Ogemaw","Ogemaw County","26129","MI","Michigan","44.3350","-84.1264","20745"
"Buena Vista","Buena Vista","Buena Vista County","19021","IA","Iowa","42.7355","-95.1511","20723"
"Washington","Washington","Washington County","31177","NE","Nebraska","41.5311","-96.2220","20699"
"Conway","Conway","Conway County","05029","AR","Arkansas","35.2624","-92.7014","20687"
"Jones","Jones","Jones County","19105","IA","Iowa","42.1212","-91.1315","20680"
"Meriwether","Meriwether","Meriwether County","13199","GA","Georgia","33.0405","-84.6883","20659"
"Lincoln","Lincoln","Lincoln County","54043","WV","West Virginia","38.1753","-82.0704","20625"
"Buchanan","Buchanan","Buchanan County","51027","VA","Virginia","37.2666","-82.0360","20615"
"Allen","Allen","Allen County","21003","KY","Kentucky","36.7513","-86.1904","20604"
"Buchanan","Buchanan","Buchanan County","19019","IA","Iowa","42.4708","-91.8379","20598"
"Woodward","Woodward","Woodward County","40153","OK","Oklahoma","36.4227","-99.2651","20591"
"Jay","Jay","Jay County","18075","IN","Indiana","40.4380","-85.0057","20570"
"Colorado","Colorado","Colorado County","48089","TX","Texas","29.6208","-96.5263","20559"
"Kewaunee","Kewaunee","Kewaunee County","55061","WI","Wisconsin","44.5161","-87.6153","20535"
"Greene","Greene","Greene County","37079","NC","North Carolina","35.4850","-77.6758","20524"
"Crisp","Crisp","Crisp County","13081","GA","Georgia","31.9229","-83.7681","20524"
"Uinta","Uinta","Uinta County","56041","WY","Wyoming","41.2876","-110.5476","20514"
"Adams","Adams","Adams County","55001","WI","Wisconsin","43.9696","-89.7704","20505"
"Yell","Yell","Yell County","05149","AR","Arkansas","35.0025","-93.4110","20489"
"Henry","Henry","Henry County","19087","IA","Iowa","40.9880","-91.5445","20488"
"Clay","Clay","Clay County","21051","KY","Kentucky","37.1597","-83.7146","20484"
"Willacy","Willacy","Willacy County","48489","TX","Texas","26.4693","-97.6622","20423"
"Fulton","Fulton","Fulton County","18049","IN","Indiana","41.0470","-86.2635","20400"
"St. James","St. James","St. James Parish","22093","LA","Louisiana","30.0270","-90.7931","20390"
"Greene","Greene","Greene County","51079","VA","Virginia","38.2976","-78.4669","20374"
"Calhoun","Calhoun","Calhoun County","48057","TX","Texas","28.5067","-96.6020","20367"
"Adams","Adams","Adams County","53001","WA","Washington","46.9834","-118.5606","20353"
"Hempstead","Hempstead","Hempstead County","05057","AR","Arkansas","33.7354","-93.6684","20352"
"Breckinridge","Breckinridge","Breckinridge County","21027","KY","Kentucky","37.7734","-86.4293","20345"
"Carroll","Carroll","Carroll County","18015","IN","Indiana","40.5828","-86.5635","20288"
"Lavaca","Lavaca","Lavaca County","48285","TX","Texas","29.3843","-96.9302","20287"
"Bourbon","Bourbon","Bourbon County","21017","KY","Kentucky","38.2067","-84.2171","20281"
"Dukes","Dukes","Dukes County","25007","MA","Massachusetts","41.3961","-70.6501","20277"
"Labette","Labette","Labette County","20099","KS","Kansas","37.1913","-95.2976","20222"
"Carbon","Carbon","Carbon County","49007","UT","Utah","39.6481","-110.5887","20208"
"Monroe","Monroe","Monroe County","01099","AL","Alabama","31.5709","-87.3654","20115"
"Richland","Richland","Richland Parish","22083","LA","Louisiana","32.4178","-91.7635","20110"
"Winneshiek","Winneshiek","Winneshiek County","19191","IA","Iowa","43.2907","-91.8437","20100"
"Dodge","Dodge","Dodge County","13091","GA","Georgia","32.1722","-83.1684","20089"
"Lincoln","Lincoln","Lincoln County","35027","NM","New Mexico","33.7453","-105.4593","20084"
"Martin","Martin","Martin County","27091","MN","Minnesota","43.6744","-94.5511","20070"
"Washington","Washington","Washington County","13303","GA","Georgia","32.9695","-82.7959","20052"
"Tyler","Tyler","Tyler County","48457","TX","Texas","30.7712","-94.3766","20032"
"Franklin","Franklin","Franklin Parish","22041","LA","Louisiana","32.1333","-91.6738","19964"
"Taylor","Taylor","Taylor County","55119","WI","Wisconsin","45.2116","-90.5012","19960"
"Spencer","Spencer","Spencer County","18147","IN","Indiana","38.0141","-87.0077","19949"
"Davison","Davison","Davison County","46035","SD","South Dakota","43.6747","-98.1460","19944"
"DeKalb","DeKalb","DeKalb County","47041","TN","Tennessee","35.9799","-85.8328","19875"
"Montague","Montague","Montague County","48337","TX","Texas","33.6757","-97.7246","19850"
"Adair","Adair","Adair County","40001","OK","Oklahoma","35.8839","-94.6587","19839"
"DeWitt","DeWitt","DeWitt County","48123","TX","Texas","29.0821","-97.3567","19834"
"Vernon","Vernon","Vernon County","29217","MO","Missouri","37.8506","-94.3424","19831"
"Wayne","Wayne","Wayne County","28153","MS","Mississippi","31.6408","-88.6958","19824"
"Smith","Smith","Smith County","47159","TN","Tennessee","36.2505","-85.9567","19820"
"Orange","Orange","Orange County","18117","IN","Indiana","38.5418","-86.4950","19752"
"Wayne","Wayne","Wayne County","21231","KY","Kentucky","36.8013","-84.8286","19743"
"Jones","Jones","Jones County","48253","TX","Texas","32.7399","-99.8788","19721"
"Gonzales","Gonzales","Gonzales County","48177","TX","Texas","29.4567","-97.4925","19720"
"Douglas","Douglas","Douglas County","17041","IL","Illinois","39.7694","-88.2174","19708"
"Morgan","Morgan","Morgan County","13211","GA","Georgia","33.5909","-83.4923","19694"
"Lincoln","Lincoln","Lincoln County","30053","MT","Montana","48.5425","-115.4051","19674"
"Duchesne","Duchesne","Duchesne County","49013","UT","Utah","40.2982","-110.4252","19651"
"Pierce","Pierce","Pierce County","13229","GA","Georgia","31.3588","-82.2128","19644"
"Plumas","Plumas","Plumas County","06063","CA","California","40.0046","-120.8385","19631"
"Holmes","Holmes","Holmes County","12059","FL","Florida","30.8679","-85.8140","19622"
"Union","Union","Union County","47173","TN","Tennessee","36.2879","-83.8375","19597"
"East Feliciana","East Feliciana","East Feliciana Parish","22037","LA","Louisiana","30.8451","-91.0455","19588"
"Fayette","Fayette","Fayette County","19065","IA","Iowa","42.8626","-91.8443","19582"
"Marion","Marion","Marion County","21155","KY","Kentucky","37.5525","-85.2696","19556"
"Cherokee","Cherokee","Cherokee County","20021","KS","Kansas","37.1693","-94.8463","19507"
"Jackson","Jackson","Jackson County","19097","IA","Iowa","42.1717","-90.5743","19499"
"Macon","Macon","Macon County","01087","AL","Alabama","32.3859","-85.6926","19490"
"Freestone","Freestone","Freestone County","48161","TX","Texas","31.7049","-96.1491","19478"
"Polk","Polk","Polk County","05113","AR","Arkansas","34.4858","-94.2282","19476"
"Langlade","Langlade","Langlade County","55067","WI","Wisconsin","45.2623","-89.0719","19469"
"Lincoln","Lincoln","Lincoln County","56023","WY","Wyoming","42.2640","-110.6560","19457"
"Elbert","Elbert","Elbert County","13105","GA","Georgia","34.1168","-82.8401","19453"
"Chaffee","Chaffee","Chaffee County","08015","CO","Colorado","38.7470","-106.1941","19436"
"Polk","Polk","Polk County","37149","NC","North Carolina","35.2793","-82.1697","19413"
"Marengo","Marengo","Marengo County","01091","AL","Alabama","32.2477","-87.7895","19397"
"Ashley","Ashley","Ashley County","05003","AR","Arkansas","33.1912","-91.7685","19362"
"Benton","Benton","Benton County","29015","MO","Missouri","38.2949","-93.2879","19351"
"Kent","Kent","Kent County","24029","MD","Maryland","39.2545","-76.0399","19335"
"McDowell","McDowell","McDowell County","54047","WV","West Virginia","37.3785","-81.6536","19334"
"Simpson","Simpson","Simpson County","21213","KY","Kentucky","36.7420","-86.5822","19324"
"Spencer","Spencer","Spencer County","21215","KY","Kentucky","38.0325","-85.3278","19256"
"Pickens","Pickens","Pickens County","01107","AL","Alabama","33.2808","-88.0887","19240"
"Hampton","Hampton","Hampton County","45049","SC","South Carolina","32.7763","-81.1407","19227"
"Roosevelt","Roosevelt","Roosevelt County","35041","NM","New Mexico","34.0212","-103.4800","19223"
"Hart","Hart","Hart County","21099","KY","Kentucky","37.2999","-85.8847","19194"
"Butler","Butler","Butler County","01013","AL","Alabama","31.7524","-86.6803","19181"
"Los Alamos","Los Alamos","Los Alamos County","35028","NM","New Mexico","35.8693","-106.3073","19169"
"Perry","Perry","Perry County","18123","IN","Indiana","38.0796","-86.6380","19151"
"McIntosh","McIntosh","McIntosh County","40091","OK","Oklahoma","35.3736","-95.6668","19105"
"Saluda","Saluda","Saluda County","45081","SC","South Carolina","34.0061","-81.7268","19008"
"Perry","Perry","Perry County","29157","MO","Missouri","37.7072","-89.8244","19007"
"Green Lake","Green Lake","Green Lake County","55047","WI","Wisconsin","43.8004","-89.0449","18990"
"Concordia","Concordia","Concordia Parish","22029","LA","Louisiana","31.4459","-91.6401","18989"
"Waseca","Waseca","Waseca County","27161","MN","Minnesota","44.0221","-93.5873","18972"
"Beadle","Beadle","Beadle County","46005","SD","South Dakota","44.4145","-98.2781","18959"
"Humphreys","Humphreys","Humphreys County","47085","TN","Tennessee","36.0408","-87.7756","18956"
"Tishomingo","Tishomingo","Tishomingo County","28141","MS","Mississippi","34.7404","-88.2393","18945"
"Warren","Warren","Warren County","37185","NC","North Carolina","36.3965","-78.1067","18889"
"Paulding","Paulding","Paulding County","39125","OH","Ohio","41.1166","-84.5802","18858"
"Adair","Adair","Adair County","21001","KY","Kentucky","37.1042","-85.2806","18832"
"Crawford","Crawford","Crawford County","17033","IL","Illinois","39.0027","-87.7596","18825"
"Houston","Houston","Houston County","27055","MN","Minnesota","43.6714","-91.4929","18806"
"Inyo","Inyo","Inyo County","06027","CA","California","36.5111","-117.4107","18804"
"Clay","Clay","Clay County","28025","MS","Mississippi","33.6556","-88.7816","18768"
"Pike","Pike","Pike County","13231","GA","Georgia","33.0923","-84.3892","18754"
"Gem","Gem","Gem County","16045","ID","Idaho","44.0615","-116.3975","18692"
"Harrison","Harrison","Harrison County","21097","KY","Kentucky","38.4418","-84.3314","18690"
"Deaf Smith","Deaf Smith","Deaf Smith County","48117","TX","Texas","34.9660","-102.6050","18675"
"Otero","Otero","Otero County","08089","CO","Colorado","37.9026","-103.7165","18665"
"Poweshiek","Poweshiek","Poweshiek County","19157","IA","Iowa","41.6864","-92.5315","18628"
"Dickinson","Dickinson","Dickinson County","20041","KS","Kansas","38.8665","-97.1527","18572"
"Bethel","Bethel","Bethel Census Area","02050","AK","Alaska","60.9132","-159.8186","18514"
"Appling","Appling","Appling County","13001","GA","Georgia","31.7492","-82.2889","18509"
"Cedar","Cedar","Cedar County","19031","IA","Iowa","41.7723","-91.1324","18494"
"Covington","Covington","Covington County","28031","MS","Mississippi","31.6332","-89.5526","18491"
"Lamar","Lamar","Lamar County","13171","GA","Georgia","33.0765","-84.1395","18482"
"Greene","Greene","Greene County","13133","GA","Georgia","33.5788","-83.1667","18461"
"Randolph","Randolph","Randolph County","05121","AR","Arkansas","36.3415","-91.0276","18442"
"Frio","Frio","Frio County","48163","TX","Texas","28.8678","-99.1082","18428"
"Ste. Genevieve","Ste. Genevieve","Ste. Genevieve County","29186","MO","Missouri","37.8944","-90.1944","18406"
"Jefferson","Jefferson","Jefferson County","20087","KS","Kansas","39.2358","-95.3834","18391"
"Fentress","Fentress","Fentress County","47049","TN","Tennessee","36.3805","-84.9324","18385"
"Yancey","Yancey","Yancey County","37199","NC","North Carolina","35.8989","-82.3076","18357"
"Stone","Stone","Stone County","28131","MS","Mississippi","30.7900","-89.1177","18356"
"Westmoreland","Westmoreland","Westmoreland County","51193","VA","Virginia","38.1120","-76.8042","18324"
"Bosque","Bosque","Bosque County","48035","TX","Texas","31.9004","-97.6343","18275"
"Wright","Wright","Wright County","29229","MO","Missouri","37.2702","-92.4687","18244"
"Montour","Montour","Montour County","42093","PA","Pennsylvania","41.0279","-76.6586","18198"
"Berrien","Berrien","Berrien County","13019","GA","Georgia","31.2760","-83.2296","18195"
"Andrews","Andrews","Andrews County","48003","TX","Texas","32.3050","-102.6377","18184"
"Colonial Heights","Colonial Heights","Colonial Heights City","51570","VA","Virginia","37.2650","-77.3969","18127"
"Bertie","Bertie","Bertie County","37015","NC","North Carolina","36.0662","-76.9787","18105"
"Brantley","Brantley","Brantley County","13025","GA","Georgia","31.1969","-81.9819","18072"
"Banks","Banks","Banks County","13011","GA","Georgia","34.3543","-83.4972","18061"
"Pike","Pike","Pike County","29163","MO","Missouri","39.3438","-91.1714","18052"
"Madison","Madison","Madison County","12079","FL","Florida","30.4441","-83.4701","18051"
"Southampton","Southampton","Southampton County","51175","VA","Virginia","36.7204","-77.1061","18028"
"Attala","Attala","Attala County","28007","MS","Mississippi","33.0863","-89.5815","18025"
"Andrew","Andrew","Andrew County","29003","MO","Missouri","39.9835","-94.8021","18023"
"Benzie","Benzie","Benzie County","26019","MI","Michigan","44.6387","-86.0155","17926"
"Schuyler","Schuyler","Schuyler County","36097","NY","New York","42.3938","-76.8752","17920"
"Northampton","Northampton","Northampton County","37131","NC","North Carolina","36.4178","-77.3969","17917"
"Johnson","Johnson","Johnson County","47091","TN","Tennessee","36.4549","-81.8518","17912"
"Grant","Grant","Grant County","05053","AR","Arkansas","34.2900","-92.4237","17912"
"Haywood","Haywood","Haywood County","47075","TN","Tennessee","35.5832","-89.2838","17912"
"Russell","Russell","Russell County","21207","KY","Kentucky","36.9911","-85.0587","17909"
"Young","Young","Young County","48503","TX","Texas","33.1766","-98.6878","17894"
"Unicoi","Unicoi","Unicoi County","47171","TN","Tennessee","36.1107","-82.4323","17891"
"Winston","Winston","Winston County","28159","MS","Mississippi","33.0885","-89.0344","17846"
"Hughes","Hughes","Hughes County","46065","SD","South Dakota","44.3890","-99.9960","17829"
"Kalkaska","Kalkaska","Kalkaska County","26079","MI","Michigan","44.6847","-85.0902","17813"
"Sawyer","Sawyer","Sawyer County","55113","WI","Wisconsin","45.8800","-91.1445","17813"
"Eastland","Eastland","Eastland County","48133","TX","Texas","32.3271","-98.8323","17785"
"Gilchrist","Gilchrist","Gilchrist County","12041","FL","Florida","29.7258","-82.8004","17759"
"Hancock","Hancock","Hancock County","17067","IL","Illinois","40.4037","-91.1647","17750"
"Avery","Avery","Avery County","37011","NC","North Carolina","36.0765","-81.9226","17747"
"Burleson","Burleson","Burleson County","48051","TX","Texas","30.4925","-96.6215","17687"
"Patrick","Patrick","Patrick County","51141","VA","Virginia","36.6783","-80.2844","17661"
"San Juan","San Juan","San Juan County","53055","WA","Washington","48.5782","-122.9650","17631"
"Seward","Seward","Seward County","31159","NE","Nebraska","40.8724","-97.1395","17605"
"Dickinson","Dickinson","Dickinson County","19059","IA","Iowa","43.3780","-95.1508","17536"
"King William","King William","King William County","51101","VA","Virginia","37.7066","-77.0885","17511"
"Drew","Drew","Drew County","05043","AR","Arkansas","33.5894","-91.7200","17511"
"Delaware","Delaware","Delaware County","19055","IA","Iowa","42.4712","-91.3673","17508"
"Polk","Polk","Polk County","47139","TN","Tennessee","35.1199","-84.5233","17502"
"Pitkin","Pitkin","Pitkin County","08097","CO","Colorado","39.2171","-106.9166","17471"
"Cooper","Cooper","Cooper County","29053","MO","Missouri","38.8435","-92.8101","17397"
"Lee","Lee","Lee County","48287","TX","Texas","30.3107","-96.9657","17393"
