Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Saginaw County, Michigan",26145,"37.38 (35.41, 39.46)","41.60 (39.57, 43.55)","44.81 (42.83, 46.72)","53.60 (51.49, 55.72)","59.99 (57.77, 62.49)","63.89 (61.48, 66.20)","63.57 (61.18, 66.34)","64.55 (61.83, 67.37)","72.72 (60.99, 85.26)"
"Saint Clair County, Michigan",26147,"45.44 (42.83, 48.09)","49.77 (47.31, 52.28)","52.88 (50.67, 55.25)","60.19 (57.81, 62.85)","65.94 (63.45, 68.52)","65.23 (62.64, 67.89)","66.34 (63.68, 68.84)","68.96 (66.05, 72.06)","51.77 (40.24, 63.74)"
"Saint Joseph County, Michigan",26149,"41.10 (38.37, 44.10)","44.72 (42.25, 47.35)","47.58 (45.07, 50.10)","54.72 (52.10, 57.51)","62.56 (59.39, 65.61)","62.22 (59.39, 65.42)","64.54 (61.33, 67.83)","66.10 (62.55, 69.59)","60.81 (47.61, 75.72)"
"Sanilac County, Michigan",26151,"34.71 (31.99, 37.64)","38.78 (36.02, 41.53)","42.94 (40.48, 45.51)","48.61 (46.24, 51.08)","55.43 (52.80, 58.18)","58.14 (55.34, 60.88)","60.19 (57.09, 63.25)","63.75 (59.94, 67.37)","83.69 (65.10, 103.72)"
"Schoolcraft County, Michigan",26153,"40.80 (37.07, 44.93)","43.53 (39.99, 47.41)","45.68 (42.49, 49.21)","51.43 (47.72, 54.82)","57.23 (53.33, 61.01)","57.93 (53.87, 62.11)","59.35 (54.71, 64.09)","60.31 (55.35, 65.48)","47.83 (29.25, 67.88)"
"Shiawassee County, Michigan",26155,"38.68 (35.96, 41.38)","43.44 (41.01, 46.00)","48.19 (45.84, 50.81)","54.92 (52.21, 57.61)","62.54 (59.53, 65.34)","65.19 (62.28, 68.23)","68.35 (65.14, 71.70)","68.18 (64.90, 71.80)","76.27 (61.11, 93.29)"
"Tuscola County, Michigan",26157,"40.14 (37.22, 43.37)","43.83 (41.10, 46.90)","46.74 (44.29, 49.41)","52.75 (50.00, 55.51)","60.11 (57.07, 62.98)","61.86 (59.07, 64.86)","62.12 (58.86, 65.36)","62.43 (59.01, 66.08)","55.53 (40.49, 71.15)"
"Van Buren County, Michigan",26159,"42.68 (39.93, 45.40)","45.00 (42.28, 47.67)","47.91 (45.45, 50.43)","55.18 (52.52, 57.87)","62.01 (59.11, 64.97)","65.81 (62.65, 69.16)","64.18 (61.00, 67.21)","66.47 (62.96, 70.08)","55.72 (43.89, 70.04)"
"Washtenaw County, Michigan",26161,"40.05 (38.08, 42.13)","41.50 (39.65, 43.41)","41.17 (39.36, 42.93)","43.95 (42.13, 45.75)","47.91 (46.14, 49.78)","44.36 (42.66, 46.20)","41.31 (39.56, 43.08)","41.44 (39.55, 43.34)","3.47 (-3.76, 10.68)"
"Wayne County, Michigan",26163,"38.25 (36.81, 39.61)","43.49 (42.11, 44.96)","43.35 (41.99, 44.61)","47.06 (45.65, 48.56)","51.77 (50.33, 53.22)","52.30 (50.87, 53.73)","52.54 (51.07, 54.13)","53.48 (51.82, 55.19)","39.80 (33.03, 46.83)"
"Wexford County, Michigan",26165,"41.35 (38.27, 44.59)","46.02 (43.33, 49.11)","50.24 (47.47, 53.20)","58.31 (55.23, 61.64)","67.01 (63.59, 70.27)","71.46 (67.85, 75.24)","72.04 (68.34, 76.04)","74.71 (70.44, 79.31)","80.65 (63.76, 100.56)"
Minnesota,27,"33.74 (32.79, 34.69)","36.29 (35.40, 37.18)","38.72 (37.81, 39.76)","43.61 (42.43, 44.80)","47.75 (46.41, 49.03)","47.77 (46.53, 49.12)","47.10 (45.75, 48.47)","47.34 (45.88, 48.98)","40.31 (35.12, 45.40)"
"Aitkin County, Minnesota",27001,"33.14 (30.46, 35.88)","34.85 (32.25, 37.42)","35.42 (33.19, 37.75)","39.62 (37.33, 42.01)","43.19 (40.60, 45.62)","43.35 (40.74, 46.10)","42.52 (39.80, 45.32)","43.15 (40.26, 46.37)","30.19 (16.76, 45.51)"
"Anoka County, Minnesota",27003,"44.12 (41.53, 46.85)","45.93 (43.71, 48.48)","46.50 (44.34, 48.68)","50.46 (48.35, 52.79)","55.70 (53.42, 58.16)","54.21 (51.98, 56.51)","51.61 (49.34, 53.81)","50.28 (47.90, 52.82)","13.97 (5.42, 22.67)"
"Becker County, Minnesota",27005,"33.48 (31.06, 36.15)","35.61 (33.42, 37.95)","38.59 (36.25, 40.91)","44.46 (41.88, 47.28)","49.78 (47.11, 52.67)","52.04 (49.19, 55.31)","52.36 (49.21, 55.62)","52.48 (48.92, 56.09)","56.75 (41.14, 72.95)"
"Beltrami County, Minnesota",27007,"38.12 (35.42, 40.86)","41.27 (38.78, 43.88)","45.20 (42.72, 47.83)","52.47 (49.56, 55.32)","58.99 (55.89, 62.27)","61.33 (58.33, 64.46)","62.30 (59.12, 65.94)","64.54 (60.40, 68.61)","69.30 (53.83, 87.47)"
"Benton County, Minnesota",27009,"36.52 (33.35, 39.65)","38.36 (35.66, 41.18)","40.87 (38.31, 43.73)","46.20 (43.49, 49.16)","50.08 (47.10, 53.14)","51.41 (48.18, 54.59)","48.22 (45.03, 51.65)","48.21 (44.70, 51.81)","32.01 (17.22, 48.99)"
"Big Stone County, Minnesota",27011,"26.72 (23.66, 29.75)","28.97 (26.04, 31.98)","30.84 (28.18, 33.75)","34.59 (31.71, 37.71)","38.64 (35.21, 42.14)","39.77 (35.99, 43.28)","40.12 (35.93, 44.30)","40.07 (35.76, 44.58)","49.93 (28.83, 75.11)"
"Blue Earth County, Minnesota",27013,"28.70 (26.66, 31.09)","31.20 (29.23, 33.26)","33.06 (31.18, 34.99)","38.65 (36.66, 40.83)","44.66 (42.33, 47.19)","46.86 (44.34, 49.42)","46.37 (43.62, 49.07)","48.28 (45.19, 51.60)","68.21 (52.03, 85.91)"
"Brown County, Minnesota",27015,"25.53 (23.47, 27.70)","28.53 (26.59, 30.71)","30.73 (28.67, 32.76)","35.81 (33.73, 37.75)","40.34 (38.11, 42.83)","42.83 (40.38, 45.49)","43.28 (40.63, 46.17)","44.63 (41.40, 47.79)","74.82 (55.02, 95.18)"
"Carlton County, Minnesota",27017,"36.37 (33.52, 39.65)","39.54 (36.86, 42.21)","42.70 (40.27, 45.30)","48.96 (46.20, 51.89)","54.22 (51.32, 57.24)","55.73 (52.64, 58.59)","55.95 (52.75, 59.39)","56.61 (53.14, 60.49)","55.66 (37.87, 73.26)"
"Carver County, Minnesota",27019,"26.77 (24.51, 29.08)","28.84 (26.69, 30.94)","30.82 (29.00, 32.78)","35.09 (33.04, 37.23)","38.66 (36.52, 40.91)","39.98 (37.86, 42.41)","39.13 (36.88, 41.49)","39.58 (37.19, 42.19)","47.85 (32.33, 66.10)"
"Cass County, Minnesota",27021,"41.11 (38.21, 44.20)","44.16 (41.39, 46.94)","45.31 (42.87, 48.10)","49.99 (47.34, 52.88)","54.36 (51.45, 57.39)","55.33 (52.38, 58.39)","53.03 (49.79, 56.01)","54.58 (51.17, 58.23)","32.76 (19.74, 47.07)"
"Chippewa County, Minnesota",27023,"25.15 (22.80, 27.64)","28.49 (26.30, 30.75)","32.01 (29.70, 34.27)","37.75 (35.33, 40.34)","43.70 (40.81, 46.56)","47.04 (43.99, 50.14)","47.61 (43.99, 51.39)","51.51 (47.36, 56.08)","104.81 (80.56, 132.96)"
"Chisago County, Minnesota",27025,"35.45 (32.66, 38.22)","38.08 (35.52, 40.69)","40.11 (37.87, 42.48)","44.88 (42.35, 47.37)","50.67 (48.09, 53.45)","50.81 (47.73, 53.77)","49.31 (46.37, 52.08)","49.45 (46.15, 52.73)","39.49 (25.86, 54.48)"
"Clay County, Minnesota",27027,"29.91 (27.76, 32.22)","32.31 (30.21, 34.48)","34.07 (32.24, 36.24)","39.48 (37.44, 41.53)","43.65 (41.45, 46.04)","45.84 (43.45, 48.50)","44.53 (41.90, 47.30)","46.25 (43.32, 49.25)","54.62 (39.47, 71.37)"
"Clearwater County, Minnesota",27029,"35.10 (31.90, 38.45)","39.32 (36.19, 42.85)","43.39 (40.31, 46.71)","49.80 (46.59, 53.28)","55.08 (51.19, 59.12)","56.76 (52.82, 60.84)","55.94 (51.80, 60.42)","58.86 (54.02, 64.31)","67.72 (47.53, 90.06)"
"Cook County, Minnesota",27031,"34.66 (30.20, 39.58)","33.59 (29.69, 37.80)","32.61 (29.32, 36.23)","35.50 (32.17, 38.86)","38.42 (34.62, 42.37)","38.02 (34.24, 41.93)","36.93 (32.93, 40.90)","35.54 (31.42, 39.77)","2.55 (-14.27, 22.28)"
"Cottonwood County, Minnesota",27033,"22.61 (20.45, 24.85)","24.44 (22.48, 26.40)","25.89 (24.05, 27.92)","29.52 (27.44, 31.81)","33.41 (31.08, 35.77)","34.28 (31.71, 36.80)","34.01 (31.48, 36.74)","34.30 (31.42, 37.52)","51.73 (33.40, 72.66)"
"Crow Wing County, Minnesota",27035,"38.52 (35.98, 41.41)","39.92 (37.43, 42.54)","42.49 (40.18, 44.92)","45.92 (43.68, 48.20)","49.43 (46.92, 51.78)","49.77 (47.25, 52.46)","47.40 (44.85, 50.15)","49.09 (46.36, 52.06)","27.45 (15.97, 40.08)"
"Dakota County, Minnesota",27037,"37.69 (35.49, 39.72)","39.64 (37.66, 41.56)","40.69 (38.87, 42.66)","43.13 (41.18, 45.08)","47.08 (45.00, 49.12)","45.15 (43.25, 47.03)","43.59 (41.75, 45.66)","41.18 (39.28, 43.19)","9.28 (1.75, 17.43)"
"Dodge County, Minnesota",27039,"40.88 (37.53, 44.65)","43.23 (39.87, 46.65)","45.02 (42.10, 48.02)","48.66 (45.34, 51.98)","51.70 (48.65, 54.90)","52.15 (48.65, 55.63)","51.10 (47.57, 54.82)","49.93 (46.01, 53.55)","22.14 (7.91, 37.88)"
"Douglas County, Minnesota",27041,"28.47 (26.19, 30.82)","30.93 (28.85, 33.10)","32.68 (30.72, 34.80)","37.13 (35.16, 39.32)","41.14 (38.97, 43.46)","42.37 (39.96, 44.74)","41.51 (38.84, 44.17)","42.01 (39.13, 44.93)","47.58 (32.12, 64.39)"
"Faribault County, Minnesota",27043,"29.70 (27.25, 32.19)","32.48 (30.29, 34.89)","35.56 (33.42, 38.00)","41.04 (38.62, 43.53)","47.52 (44.84, 50.19)","49.11 (46.12, 52.03)","49.87 (46.72, 53.30)","51.91 (48.22, 55.70)","74.81 (56.35, 96.50)"
"Fillmore County, Minnesota",27045,"33.96 (31.21, 36.64)","36.31 (33.80, 38.95)","38.70 (36.40, 41.14)","42.12 (39.69, 44.61)","46.14 (43.51, 49.10)","47.08 (44.28, 50.05)","45.87 (43.13, 48.89)","46.26 (43.02, 49.47)","36.20 (22.62, 52.32)"
"Freeborn County, Minnesota",27047,"35.10 (32.68, 37.67)","37.14 (34.90, 39.51)","38.83 (36.70, 41.08)","42.98 (40.67, 45.39)","46.34 (43.96, 48.94)","48.11 (45.63, 50.79)","46.63 (43.85, 49.67)","46.91 (44.06, 50.40)","33.64 (20.55, 48.21)"
"Goodhue County, Minnesota",27049,"34.31 (31.97, 36.71)","36.33 (33.99, 38.52)","38.47 (36.31, 40.70)","42.07 (39.96, 44.38)","47.75 (45.35, 50.23)","49.10 (46.59, 51.84)","48.22 (45.63, 50.99)","47.84 (44.99, 51.05)","39.42 (27.24, 54.02)"
"Grant County, Minnesota",27051,"28.30 (25.37, 31.46)","30.47 (27.61, 33.49)","31.96 (29.41, 34.78)","36.63 (33.87, 39.53)","40.85 (37.80, 44.28)","42.08 (38.75, 45.99)","42.82 (39.03, 46.86)","44.44 (40.35, 49.42)","57.04 (36.76, 83.91)"
"Hennepin County, Minnesota",27053,"36.74 (35.39, 38.19)","38.97 (37.64, 40.30)","41.19 (39.77, 42.68)","46.80 (45.17, 48.51)","48.59 (46.92, 50.26)","46.62 (45.05, 48.26)","46.57 (44.86, 48.27)","45.99 (44.17, 48.03)","25.17 (18.90, 31.49)"
"Houston County, Minnesota",27055,"32.46 (29.70, 35.47)","34.00 (31.45, 36.49)","35.64 (33.55, 37.94)","39.62 (37.21, 42.24)","43.42 (40.97, 46.18)","43.44 (40.69, 46.47)","42.00 (39.35, 44.86)","42.95 (39.90, 46.15)","32.35 (17.70, 47.32)"
"Hubbard County, Minnesota",27057,"34.54 (31.58, 37.79)","37.41 (34.62, 40.41)","39.57 (36.89, 42.40)","45.07 (42.27, 47.99)","49.78 (46.96, 52.81)","49.73 (46.80, 52.79)","50.73 (47.37, 54.18)","50.60 (46.99, 54.40)","46.49 (30.73, 65.00)"
"Isanti County, Minnesota",27059,"30.74 (28.17, 33.67)","33.65 (31.12, 36.17)","36.07 (33.74, 38.41)","41.45 (39.11, 44.01)","46.60 (44.03, 49.47)","49.22 (46.36, 52.35)","49.51 (46.21, 52.84)","50.33 (46.70, 54.05)","63.74 (45.00, 83.39)"
"Itasca County, Minnesota",27061,"35.39 (32.86, 37.96)","37.98 (35.58, 40.39)","40.28 (38.08, 42.53)","46.05 (43.73, 48.55)","51.30 (48.79, 54.24)","52.55 (49.96, 55.58)","51.29 (48.72, 54.28)","53.00 (49.89, 56.39)","49.75 (36.50, 66.17)"
"Jackson County, Minnesota",27063,"31.51 (28.92, 34.35)","33.67 (31.28, 36.23)","35.25 (32.84, 37.71)","39.92 (37.60, 42.56)","44.68 (41.98, 47.49)","45.68 (42.63, 48.91)","45.32 (42.16, 48.75)","46.67 (42.89, 50.58)","48.12 (30.01, 69.39)"
"Kanabec County, Minnesota",27065,"34.00 (30.78, 37.51)","37.56 (34.20, 40.77)","40.23 (37.08, 43.38)","45.10 (41.87, 48.51)","49.47 (46.16, 52.95)","50.35 (46.78, 54.17)","49.80 (46.10, 53.81)","50.70 (46.66, 55.00)","49.12 (29.96, 70.10)"
"Kandiyohi County, Minnesota",27067,"24.77 (22.82, 26.86)","27.09 (25.20, 28.90)","29.68 (27.98, 31.53)","33.42 (31.53, 35.49)","38.92 (36.74, 41.09)","39.86 (37.71, 42.14)","40.99 (38.58, 43.69)","43.08 (40.27, 46.22)","73.89 (55.44, 96.03)"
"Kittson County, Minnesota",27069,"28.89 (25.45, 32.75)","32.08 (28.76, 35.68)","35.06 (31.76, 38.50)","40.63 (37.03, 44.37)","46.02 (42.03, 50.32)","48.03 (43.92, 52.59)","47.04 (42.45, 52.27)","49.13 (43.68, 54.91)","70.05 (43.64, 101.55)"
"Koochiching County, Minnesota",27071,"37.28 (33.63, 41.00)","40.41 (36.96, 44.01)","42.70 (39.57, 45.82)","47.96 (45.06, 51.12)","51.76 (48.42, 55.15)","53.94 (50.37, 57.59)","51.89 (48.08, 55.76)","51.40 (47.52, 55.52)","37.86 (20.48, 57.06)"
"Lac qui Parle County, Minnesota",27073,"22.47 (20.12, 24.92)","24.54 (22.25, 26.81)","26.25 (24.16, 28.37)","29.93 (27.63, 32.41)","33.34 (30.79, 36.11)","34.37 (31.72, 37.17)","34.17 (31.41, 37.27)","35.03 (31.98, 38.51)","55.89 (34.94, 78.79)"
"Lake County, Minnesota",27075,"34.04 (30.88, 37.59)","36.69 (33.69, 39.83)","39.61 (36.71, 42.44)","44.66 (41.44, 47.93)","49.39 (46.18, 52.79)","51.20 (47.71, 54.95)","49.01 (45.38, 52.89)","50.28 (46.22, 54.73)","47.71 (30.41, 66.46)"
"Lake of the Woods County, Minnesota",27077,"31.65 (27.75, 35.97)","33.81 (29.94, 37.87)","35.63 (31.85, 39.46)","39.87 (35.85, 43.86)","45.31 (40.87, 49.97)","46.31 (41.51, 51.42)","43.69 (38.73, 48.89)","43.28 (37.68, 49.10)","36.75 (14.50, 62.42)"
"Le Sueur County, Minnesota",27079,"27.27 (24.88, 29.68)","29.49 (27.20, 31.95)","31.33 (29.26, 33.53)","34.66 (32.52, 36.87)","38.30 (36.07, 40.80)","38.96 (36.58, 41.36)","37.82 (35.10, 40.64)","37.79 (34.97, 40.81)","38.59 (23.27, 55.80)"
"Lincoln County, Minnesota",27081,"26.12 (23.69, 28.85)","28.69 (26.21, 31.30)","31.16 (28.81, 33.81)","35.63 (32.96, 38.40)","40.01 (37.05, 43.41)","42.50 (39.11, 46.33)","43.99 (40.18, 48.21)","45.46 (41.23, 50.24)","74.03 (51.51, 99.09)"
"Lyon County, Minnesota",27083,"30.71 (28.04, 33.35)","33.36 (30.96, 35.79)","36.17 (33.96, 38.63)","41.29 (38.89, 43.90)","46.85 (44.19, 49.52)","49.90 (46.96, 52.85)","49.34 (46.22, 52.78)","52.44 (48.76, 56.27)","70.75 (51.70, 93.01)"
"Mahnomen County, Minnesota",27087,"36.15 (31.98, 40.68)","39.48 (35.66, 43.75)","42.70 (38.94, 46.56)","48.94 (44.83, 53.29)","55.82 (50.90, 60.76)","56.36 (51.35, 61.67)","56.34 (50.71, 62.27)","57.82 (51.71, 64.12)","59.94 (37.85, 86.85)"
"Marshall County, Minnesota",27089,"27.81 (25.21, 30.67)","30.01 (27.70, 32.54)","32.08 (29.61, 34.49)","34.93 (32.38, 37.60)","37.69 (35.01, 40.70)","38.01 (35.08, 40.99)","37.38 (34.06, 40.69)","38.59 (34.98, 42.29)","38.77 (21.92, 57.52)"
"Martin County, Minnesota",27091,"29.84 (27.46, 32.35)","31.92 (29.80, 34.11)","32.89 (30.91, 34.96)","36.94 (34.81, 39.09)","40.27 (37.86, 42.62)","42.18 (39.57, 44.73)","41.34 (38.80, 44.04)","43.17 (40.29, 46.63)","44.68 (29.88, 61.73)"
"McLeod County, Minnesota",27085,"25.81 (23.69, 28.09)","28.52 (26.47, 30.69)","30.59 (28.61, 32.82)","34.85 (32.78, 36.95)","38.85 (36.70, 41.24)","41.52 (38.98, 44.06)","41.60 (38.83, 44.26)","42.82 (39.87, 45.98)","65.91 (46.20, 86.32)"
"Meeker County, Minnesota",27093,"30.32 (27.73, 33.02)","33.90 (31.43, 36.43)","37.87 (35.60, 40.54)","44.04 (41.51, 46.73)","50.73 (47.77, 53.77)","53.76 (50.42, 57.02)","54.51 (50.97, 58.21)","56.93 (52.92, 60.86)","87.75 (64.89, 110.87)"
"Mille Lacs County, Minnesota",27095,"37.71 (34.75, 40.83)","40.71 (38.02, 43.48)","43.98 (41.14, 46.73)","50.41 (47.29, 53.26)","57.14 (54.07, 60.36)","59.82 (56.28, 63.54)","61.16 (57.24, 65.10)","62.56 (58.73, 67.05)","65.90 (50.96, 83.08)"
"Morrison County, Minnesota",27097,"29.73 (27.28, 32.30)","31.72 (29.57, 34.02)","33.89 (31.93, 36.01)","38.86 (36.66, 41.19)","44.21 (41.77, 46.78)","45.65 (43.20, 48.28)","44.28 (41.49, 46.98)","45.97 (42.89, 48.95)","54.62 (38.41, 73.85)"
"Mower County, Minnesota",27099,"32.49 (30.16, 34.67)","35.05 (32.97, 37.21)","36.79 (34.62, 38.85)","40.29 (38.10, 42.40)","44.70 (42.33, 47.22)","46.08 (43.63, 48.65)","44.99 (42.56, 47.41)","45.02 (42.31, 47.65)","38.59 (26.14, 52.28)"
"Murray County, Minnesota",27101,"28.52 (25.78, 31.44)","30.99 (28.35, 33.69)","33.22 (30.64, 35.63)","38.29 (35.59, 40.87)","43.76 (40.61, 46.69)","45.26 (42.02, 48.47)","45.74 (42.24, 49.41)","47.80 (43.80, 52.18)","67.63 (46.19, 90.56)"
"Nicollet County, Minnesota",27103,"25.78 (23.47, 28.31)","28.18 (25.91, 30.55)","29.84 (27.82, 32.01)","34.21 (31.93, 36.60)","38.88 (36.48, 41.43)","40.08 (37.46, 42.88)","39.41 (36.55, 42.36)","41.35 (38.14, 44.80)","60.36 (40.62, 82.58)"
"Nobles County, Minnesota",27105,"29.97 (27.28, 32.52)","31.82 (29.46, 34.08)","33.37 (31.31, 35.56)","37.83 (35.68, 40.12)","43.29 (40.70, 45.88)","44.74 (41.94, 47.73)","45.30 (42.30, 48.50)","47.38 (43.84, 50.71)","58.10 (41.22, 76.76)"
"Norman County, Minnesota",27107,"30.46 (27.31, 33.65)","33.76 (30.87, 37.09)","35.78 (32.98, 38.86)","40.33 (37.56, 43.62)","45.24 (41.92, 48.68)","46.24 (42.75, 49.86)","46.86 (43.14, 50.97)","47.26 (43.22, 52.22)","55.15 (35.61, 79.80)"
"Olmsted County, Minnesota",27109,"31.73 (29.72, 33.76)","33.67 (31.74, 35.60)","34.76 (32.98, 36.64)","40.22 (38.19, 42.27)","43.81 (41.77, 46.06)","44.61 (42.46, 46.88)","41.78 (39.67, 43.97)","41.58 (39.29, 44.10)","31.06 (19.56, 42.59)"
"Otter Tail County, Minnesota",27111,"30.04 (28.05, 32.18)","32.71 (30.66, 34.78)","34.73 (32.81, 36.74)","40.51 (38.35, 42.81)","45.05 (42.71, 47.43)","46.40 (44.00, 48.98)","46.37 (43.80, 49.01)","47.71 (44.84, 50.68)","58.82 (44.91, 73.55)"
"Pennington County, Minnesota",27113,"32.26 (29.29, 35.75)","35.57 (32.74, 38.65)","39.03 (36.28, 41.94)","44.04 (41.15, 46.98)","49.59 (46.18, 52.85)","51.92 (48.32, 55.38)","50.84 (46.97, 54.93)","53.43 (48.93, 57.91)","65.61 (44.70, 88.58)"
"Pine County, Minnesota",27115,"39.12 (36.20, 42.27)","41.83 (38.99, 44.70)","44.88 (42.19, 47.63)","49.48 (46.78, 52.25)","54.36 (51.48, 57.25)","55.14 (52.15, 58.12)","54.34 (51.28, 57.48)","55.93 (52.20, 59.69)","42.97 (28.44, 60.39)"
"Pipestone County, Minnesota",27117,"33.31 (30.55, 36.42)","36.30 (33.43, 39.48)","38.96 (36.22, 41.80)","44.80 (41.84, 47.70)","49.97 (46.79, 53.25)","50.89 (47.56, 54.40)","50.76 (46.94, 54.62)","53.10 (48.80, 57.54)","59.45 (40.82, 79.67)"
"Polk County, Minnesota",27119,"31.54 (29.11, 34.16)","34.26 (32.02, 36.57)","37.70 (35.41, 40.02)","43.81 (41.39, 46.25)","48.93 (46.26, 51.63)","50.04 (47.19, 52.95)","51.03 (48.06, 54.45)","52.52 (49.09, 56.04)","66.54 (49.37, 84.07)"
"Pope County, Minnesota",27121,"28.24 (25.66, 30.91)","30.48 (27.97, 32.90)","32.43 (29.88, 34.91)","36.29 (33.78, 39.05)","39.72 (36.93, 42.61)","42.23 (39.03, 45.40)","41.75 (38.32, 45.30)","43.43 (39.85, 47.44)","53.76 (36.03, 75.13)"
"Ramsey County, Minnesota",27123,"35.55 (33.99, 37.10)","38.14 (36.71, 39.63)","41.95 (40.44, 43.51)","47.05 (45.29, 48.90)","51.42 (49.52, 53.43)","51.10 (49.34, 52.98)","50.42 (48.42, 52.56)","50.17 (48.09, 52.39)","41.11 (33.06, 49.31)"
"Red Lake County, Minnesota",27125,"29.30 (25.10, 33.93)","31.15 (27.09, 35.22)","32.85 (29.34, 36.43)","36.10 (32.43, 40.03)","39.30 (35.13, 43.56)","41.37 (36.82, 46.31)","38.74 (34.02, 43.80)","39.46 (34.09, 45.49)","34.66 (9.70, 67.27)"
"Redwood County, Minnesota",27127,"25.44 (23.05, 27.93)","28.52 (26.32, 30.86)","31.55 (29.37, 33.77)","36.94 (34.64, 39.24)","42.43 (40.00, 44.95)","45.96 (43.32, 48.78)","46.93 (43.70, 50.16)","49.40 (45.73, 53.36)","94.15 (71.87, 120.32)"
"Renville County, Minnesota",27129,"25.86 (23.90, 28.09)","28.74 (26.72, 30.82)","32.03 (29.97, 34.15)","36.80 (34.59, 39.21)","42.01 (39.41, 44.68)","44.28 (41.60, 47.24)","45.16 (42.18, 48.24)","47.49 (44.18, 51.33)","83.63 (65.45, 104.93)"
"Rice County, Minnesota",27131,"37.38 (34.99, 39.79)","40.39 (38.06, 42.89)","42.65 (40.35, 44.94)","47.39 (45.00, 50.03)","51.82 (49.36, 54.38)","52.59 (49.81, 55.26)","50.67 (48.00, 53.75)","50.62 (47.70, 53.71)","35.41 (24.07, 48.68)"
"Rock County, Minnesota",27133,"27.19 (24.54, 29.79)","30.78 (28.31, 33.45)","33.91 (31.42, 36.65)","40.81 (37.97, 43.74)","47.54 (44.40, 50.82)","50.77 (47.09, 54.64)","53.43 (49.34, 57.68)","55.59 (50.89, 60.69)","104.49 (80.06, 134.98)"
"Roseau County, Minnesota",27135,"31.24 (27.88, 34.62)","32.26 (29.36, 35.38)","32.71 (30.08, 35.55)","35.68 (33.16, 38.68)","38.79 (35.99, 41.94)","38.48 (35.57, 41.78)","37.20 (33.99, 40.52)","37.61 (34.15, 41.37)","20.39 (4.99, 39.92)"
"Saint Louis County, Minnesota",27137,"36.42 (34.68, 38.28)","40.71 (38.89, 42.50)","43.87 (42.07, 45.63)","49.31 (47.33, 51.29)","55.95 (53.81, 57.93)","55.36 (53.19, 57.51)","56.61 (54.30, 58.95)","56.65 (54.10, 59.33)","55.55 (45.19, 66.79)"
"Scott County, Minnesota",27139,"32.95 (30.69, 35.44)","35.25 (32.98, 37.57)","36.98 (34.86, 39.33)","41.29 (39.08, 43.60)","45.02 (42.71, 47.41)","44.98 (42.67, 47.44)","43.89 (41.47, 46.27)","44.15 (41.56, 46.78)","33.97 (21.25, 47.44)"
"Sherburne County, Minnesota",27141,"40.02 (36.95, 43.32)","42.28 (39.41, 45.31)","43.43 (40.78, 46.40)","47.94 (45.30, 50.67)","52.34 (49.38, 55.15)","52.83 (49.89, 55.64)","50.85 (47.91, 53.78)","50.86 (47.70, 54.25)","27.10 (14.52, 40.43)"
"Sibley County, Minnesota",27143,"25.65 (23.25, 27.95)","28.09 (25.78, 30.60)","30.63 (28.33, 32.85)","34.89 (32.36, 37.37)","39.19 (36.59, 41.91)","41.28 (38.33, 44.33)","39.99 (36.78, 43.27)","40.62 (37.09, 44.42)","58.34 (39.36, 81.00)"
"Stearns County, Minnesota",27145,"29.24 (27.41, 31.23)","31.71 (30.00, 33.62)","33.40 (31.73, 35.15)","37.56 (35.88, 39.39)","42.62 (40.70, 44.65)","43.02 (40.96, 45.11)","42.09 (40.03, 44.24)","42.75 (40.50, 45.12)","46.23 (33.21, 60.14)"
"Steele County, Minnesota",27147,"32.36 (29.82, 35.37)","34.30 (32.11, 36.73)","35.75 (33.56, 37.98)","39.51 (37.30, 41.78)","42.68 (40.12, 44.92)","42.63 (40.34, 44.95)","41.23 (38.58, 43.95)","41.86 (38.85, 44.85)","29.36 (15.06, 43.25)"
"Stevens County, Minnesota",27149,"25.98 (23.33, 28.88)","27.81 (25.24, 30.44)","29.59 (27.18, 32.30)","32.75 (30.16, 35.47)","35.32 (32.66, 38.28)","36.71 (33.81, 39.69)","36.00 (32.77, 39.34)","35.60 (32.05, 39.23)","36.99 (19.31, 59.20)"
"Swift County, Minnesota",27151,"29.32 (26.20, 32.27)","31.53 (28.61, 34.17)","33.06 (30.61, 35.70)","37.42 (34.74, 40.31)","41.50 (38.53, 44.39)","42.03 (38.98, 45.15)","42.46 (38.81, 45.96)","43.27 (39.30, 47.29)","47.58 (28.31, 71.20)"
"Todd County, Minnesota",27153,"31.35 (28.85, 33.90)","33.58 (31.14, 36.05)","35.97 (33.70, 38.34)","39.57 (37.29, 42.11)","44.38 (42.00, 47.05)","45.27 (42.60, 48.13)","44.91 (42.14, 47.89)","47.20 (43.83, 50.81)","50.55 (35.64, 68.55)"
"Traverse County, Minnesota",27155,"22.42 (19.83, 25.27)","23.62 (21.29, 26.27)","24.35 (22.00, 26.94)","27.37 (24.67, 30.00)","30.65 (27.63, 33.82)","30.63 (27.41, 33.84)","30.65 (27.20, 34.33)","29.54 (26.01, 33.33)","31.72 (13.11, 54.46)"
