Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Platte County, Missouri",29165,"3.25 (2.42, 5.08)","3.51 (2.69, 5.33)","3.94 (3.12, 5.52)","4.58 (3.69, 5.79)","5.64 (3.92, 6.83)","6.21 (4.04, 7.73)","6.55 (4.18, 8.20)","6.80 (4.26, 8.64)","109.19 (6.64, 207.10)"
"Polk County, Missouri",29167,"2.56 (1.87, 4.12)","2.82 (2.12, 4.30)","3.18 (2.48, 4.38)","3.77 (2.98, 4.88)","4.50 (3.15, 5.62)","4.97 (3.26, 6.28)","5.14 (3.26, 6.63)","5.29 (3.42, 6.93)","106.79 (5.99, 205.67)"
"Pulaski County, Missouri",29169,"2.69 (1.95, 4.35)","2.92 (2.16, 4.51)","3.24 (2.49, 4.57)","3.74 (2.82, 4.91)","4.40 (2.96, 5.59)","4.85 (3.07, 6.32)","4.81 (2.98, 6.30)","5.12 (3.17, 6.70)","89.97 (-1.39, 181.15)"
"Putnam County, Missouri",29171,"2.56 (1.82, 4.16)","2.76 (2.02, 4.33)","3.03 (2.22, 4.43)","3.54 (2.65, 4.80)","4.11 (2.75, 5.40)","4.55 (2.81, 6.14)","4.61 (2.78, 6.49)","4.59 (2.80, 6.52)","79.67 (-9.16, 171.15)"
"Ralls County, Missouri",29173,"3.09 (2.21, 4.88)","3.40 (2.51, 5.16)","3.78 (2.85, 5.32)","4.53 (3.43, 5.90)","5.47 (3.74, 7.15)","5.90 (3.74, 7.86)","6.22 (3.76, 8.48)","6.47 (3.94, 8.82)","109.31 (6.75, 220.94)"
"Randolph County, Missouri",29175,"2.77 (2.05, 4.38)","3.02 (2.31, 4.56)","3.36 (2.62, 4.66)","3.94 (3.06, 5.08)","4.74 (3.35, 5.95)","5.15 (3.26, 6.67)","5.22 (3.23, 6.83)","5.27 (3.24, 7.02)","90.35 (-0.81, 180.62)"
"Ray County, Missouri",29177,"2.80 (2.04, 4.55)","3.04 (2.31, 4.70)","3.36 (2.58, 4.81)","3.97 (2.98, 5.14)","4.70 (3.16, 6.02)","5.22 (3.24, 6.83)","5.28 (3.21, 7.08)","5.47 (3.22, 7.53)","95.56 (-1.13, 197.11)"
"Reynolds County, Missouri",29179,"2.52 (1.79, 4.10)","2.69 (1.96, 4.14)","2.96 (2.21, 4.30)","3.50 (2.56, 4.76)","4.27 (2.80, 5.68)","4.61 (2.79, 6.19)","4.73 (2.76, 6.63)","4.89 (2.85, 6.98)","94.13 (-3.61, 202.83)"
"Ripley County, Missouri",29181,"2.51 (1.78, 4.09)","2.65 (1.93, 4.10)","2.88 (2.16, 4.18)","3.37 (2.53, 4.55)","4.05 (2.75, 5.28)","4.30 (2.72, 5.75)","4.36 (2.70, 5.95)","4.51 (2.69, 6.17)","79.21 (-10.69, 170.63)"
"Saint Charles County, Missouri",29183,"2.84 (2.19, 4.37)","3.08 (2.45, 4.59)","3.43 (2.84, 4.72)","4.05 (3.33, 5.16)","4.84 (3.44, 5.64)","5.36 (3.56, 6.35)","5.53 (3.49, 6.63)","5.77 (3.73, 7.01)","103.27 (4.26, 190.13)"
"Saint Clair County, Missouri",29185,"2.66 (1.91, 4.28)","2.88 (2.10, 4.47)","3.16 (2.39, 4.47)","3.72 (2.83, 4.97)","4.51 (3.11, 5.83)","4.93 (3.13, 6.44)","5.04 (3.20, 6.67)","5.09 (3.21, 6.85)","91.04 (-2.49, 180.47)"
"Saint Francois County, Missouri",29187,"2.80 (2.10, 4.45)","3.09 (2.40, 4.76)","3.56 (2.85, 4.98)","4.14 (3.29, 5.42)","4.97 (3.40, 6.17)","5.53 (3.51, 6.89)","5.69 (3.43, 7.14)","6.02 (3.68, 7.71)","114.91 (7.31, 216.36)"
"Saint Louis City, Missouri",29510,"3.08 (2.47, 4.72)","3.26 (2.70, 4.71)","3.48 (2.95, 4.70)","4.06 (3.37, 5.11)","4.61 (3.24, 5.33)","4.98 (3.33, 5.78)","4.80 (3.20, 5.72)","4.81 (3.11, 5.81)","56.00 (-15.71, 120.09)"
"Saint Louis County, Missouri",29189,"2.79 (2.27, 4.37)","2.98 (2.50, 4.35)","3.27 (2.83, 4.41)","3.83 (3.18, 4.75)","4.67 (3.36, 5.30)","5.07 (3.36, 5.79)","5.26 (3.37, 6.10)","5.50 (3.59, 6.38)","96.69 (5.03, 167.71)"
"Sainte Genevieve County, Missouri",29186,"2.09 (1.52, 3.35)","2.27 (1.68, 3.54)","2.53 (1.91, 3.68)","3.00 (2.26, 3.96)","3.64 (2.44, 4.64)","3.94 (2.44, 5.15)","3.97 (2.38, 5.27)","4.19 (2.51, 5.65)","100.13 (3.52, 199.56)"
"Saline County, Missouri",29195,"2.59 (1.88, 4.08)","2.77 (2.09, 4.21)","3.01 (2.37, 4.14)","3.52 (2.75, 4.49)","4.18 (2.88, 5.26)","4.61 (2.90, 5.91)","4.72 (2.88, 6.16)","4.88 (2.99, 6.46)","88.13 (-1.38, 172.44)"
"Schuyler County, Missouri",29197,"2.62 (1.80, 4.12)","2.80 (2.00, 4.23)","3.06 (2.26, 4.36)","3.61 (2.67, 4.88)","4.37 (2.83, 5.96)","4.67 (2.84, 6.46)","4.69 (2.83, 6.67)","4.76 (2.86, 6.77)","81.47 (-9.07, 171.99)"
"Scotland County, Missouri",29199,"2.38 (1.70, 3.87)","2.56 (1.85, 4.01)","2.78 (2.04, 3.97)","3.29 (2.43, 4.43)","3.93 (2.56, 5.20)","4.17 (2.51, 5.65)","4.36 (2.49, 6.01)","4.38 (2.54, 6.09)","84.11 (-7.65, 181.11)"
"Scott County, Missouri",29201,"3.16 (2.37, 4.94)","3.36 (2.60, 5.06)","3.76 (2.99, 5.19)","4.47 (3.46, 5.74)","5.43 (3.78, 6.78)","6.08 (3.93, 7.75)","6.18 (3.89, 8.08)","6.44 (4.19, 8.41)","104.19 (6.38, 200.14)"
"Shannon County, Missouri",29203,"2.04 (1.44, 3.30)","2.16 (1.57, 3.40)","2.36 (1.74, 3.48)","2.75 (2.04, 3.75)","3.32 (2.25, 4.45)","3.49 (2.22, 4.72)","3.65 (2.18, 4.97)","3.60 (2.16, 5.00)","76.74 (-10.70, 165.64)"
"Shelby County, Missouri",29205,"2.44 (1.73, 3.88)","2.58 (1.86, 3.96)","2.80 (2.09, 3.96)","3.22 (2.39, 4.26)","3.84 (2.56, 5.10)","4.08 (2.53, 5.51)","4.14 (2.47, 5.72)","4.27 (2.53, 6.08)","74.95 (-12.23, 171.28)"
"Stoddard County, Missouri",29207,"2.70 (1.97, 4.31)","2.88 (2.17, 4.35)","3.15 (2.47, 4.45)","3.77 (2.92, 4.84)","4.38 (3.05, 5.58)","4.87 (3.11, 6.28)","4.99 (3.11, 6.47)","5.08 (3.18, 6.73)","88.18 (-4.21, 177.88)"
"Stone County, Missouri",29209,"2.83 (2.04, 4.48)","3.03 (2.23, 4.68)","3.32 (2.53, 4.61)","3.86 (2.98, 5.02)","4.55 (3.18, 5.69)","5.02 (3.23, 6.44)","5.08 (3.14, 6.63)","5.42 (3.33, 7.13)","91.79 (-2.35, 182.81)"
"Sullivan County, Missouri",29211,"2.38 (1.67, 3.83)","2.53 (1.83, 3.89)","2.76 (2.04, 4.01)","3.23 (2.39, 4.47)","3.90 (2.61, 5.17)","4.24 (2.54, 5.77)","4.32 (2.51, 6.21)","4.32 (2.51, 6.20)","81.71 (-10.17, 181.87)"
"Taney County, Missouri",29213,"2.63 (1.96, 4.09)","2.84 (2.20, 4.20)","3.10 (2.44, 4.26)","3.65 (2.85, 4.68)","4.36 (3.01, 5.36)","4.77 (3.07, 5.99)","4.80 (2.97, 6.04)","4.90 (3.00, 6.28)","86.19 (-4.72, 176.33)"
"Texas County, Missouri",29215,"2.21 (1.62, 3.62)","2.37 (1.79, 3.69)","2.60 (2.04, 3.72)","3.03 (2.34, 3.91)","3.67 (2.55, 4.63)","4.08 (2.65, 5.25)","4.16 (2.63, 5.40)","4.22 (2.66, 5.58)","90.85 (-3.92, 178.59)"
"Vernon County, Missouri",29217,"2.64 (1.94, 4.31)","2.79 (2.14, 4.21)","3.01 (2.36, 4.18)","3.54 (2.71, 4.63)","4.25 (2.92, 5.42)","4.65 (2.98, 6.05)","4.70 (2.97, 6.22)","4.80 (2.95, 6.38)","81.70 (-7.03, 170.68)"
"Warren County, Missouri",29219,"2.35 (1.69, 3.80)","2.54 (1.88, 3.93)","2.82 (2.14, 3.99)","3.30 (2.54, 4.35)","3.92 (2.79, 5.07)","4.30 (2.83, 5.58)","4.40 (2.79, 5.83)","4.51 (2.83, 6.05)","92.04 (-4.44, 185.05)"
"Washington County, Missouri",29221,"2.43 (1.74, 3.85)","2.59 (1.89, 3.93)","2.86 (2.17, 3.99)","3.35 (2.55, 4.39)","4.04 (2.81, 5.20)","4.45 (2.88, 5.86)","4.48 (2.74, 6.06)","4.59 (2.82, 6.31)","89.03 (-5.05, 184.95)"
"Wayne County, Missouri",29223,"2.53 (1.83, 4.01)","2.74 (2.04, 4.16)","3.05 (2.35, 4.28)","3.56 (2.75, 4.64)","4.27 (2.93, 5.47)","4.62 (2.92, 6.07)","4.75 (2.84, 6.31)","4.96 (3.05, 6.69)","96.06 (-2.47, 196.38)"
"Webster County, Missouri",29225,"2.59 (1.89, 4.13)","2.81 (2.13, 4.34)","3.13 (2.41, 4.41)","3.71 (2.85, 4.89)","4.55 (3.02, 5.80)","4.91 (3.07, 6.37)","4.91 (2.94, 6.37)","5.16 (3.15, 6.86)","98.80 (4.89, 192.66)"
"Worth County, Missouri",29227,"2.43 (1.72, 3.80)","2.64 (1.90, 3.92)","2.94 (2.16, 4.12)","3.51 (2.59, 4.71)","4.31 (2.88, 5.67)","4.55 (2.81, 6.21)","4.59 (2.66, 6.41)","4.69 (2.75, 6.63)","93.13 (-1.84, 203.59)"
"Wright County, Missouri",29229,"2.50 (1.81, 4.11)","2.68 (2.00, 4.21)","2.95 (2.21, 4.31)","3.50 (2.64, 4.78)","4.22 (2.83, 5.54)","4.63 (2.91, 6.27)","4.71 (2.86, 6.43)","4.93 (3.03, 6.85)","97.27 (0.07, 203.61)"
Montana,30,"3.10 (2.53, 5.00)","3.31 (2.80, 5.06)","3.62 (3.18, 5.07)","4.25 (3.61, 5.38)","5.11 (3.70, 5.71)","5.67 (3.77, 6.42)","5.77 (3.68, 6.59)","5.99 (3.81, 6.93)","93.03 (-4.44, 161.45)"
"Beaverhead County, Montana",30001,"2.89 (2.00, 4.87)","3.07 (2.20, 4.85)","3.34 (2.46, 4.85)","3.88 (2.96, 5.21)","4.70 (3.13, 6.21)","4.99 (3.11, 6.73)","4.95 (2.97, 6.82)","5.00 (3.07, 6.97)","73.03 (-17.85, 169.06)"
"Big Horn County, Montana",30003,"5.27 (3.74, 8.58)","5.70 (4.23, 8.98)","6.21 (4.79, 8.88)","7.42 (5.67, 9.81)","8.99 (6.23, 11.46)","9.92 (6.47, 12.99)","10.55 (6.43, 14.18)","10.78 (6.77, 14.49)","104.62 (3.78, 217.93)"
"Blaine County, Montana",30005,"3.96 (2.67, 6.38)","4.20 (3.00, 6.55)","4.57 (3.36, 6.51)","5.45 (3.99, 7.37)","6.68 (4.40, 9.02)","7.22 (4.37, 10.00)","7.23 (4.32, 10.25)","7.31 (4.24, 10.54)","84.54 (-7.21, 190.53)"
"Broadwater County, Montana",30007,"2.77 (1.80, 4.63)","2.89 (1.96, 4.63)","3.05 (2.12, 4.57)","3.57 (2.56, 4.95)","4.32 (2.87, 5.90)","4.72 (2.93, 6.61)","4.76 (2.78, 6.71)","4.73 (2.80, 6.70)","70.71 (-17.47, 166.13)"
"Carbon County, Montana",30009,"2.99 (2.07, 5.01)","3.18 (2.25, 5.13)","3.48 (2.57, 5.18)","4.03 (3.06, 5.41)","4.80 (3.37, 6.19)","5.27 (3.34, 6.96)","5.30 (3.17, 7.20)","5.53 (3.32, 7.61)","85.38 (-10.80, 198.49)"
"Carter County, Montana",30011,"2.25 (1.50, 3.80)","2.34 (1.64, 3.65)","2.49 (1.74, 3.72)","2.95 (2.06, 4.06)","3.51 (2.30, 4.90)","3.85 (2.30, 5.56)","3.79 (2.19, 5.61)","3.82 (2.23, 5.84)","69.44 (-16.73, 182.51)"
"Cascade County, Montana",30013,"3.15 (2.33, 5.26)","3.44 (2.68, 5.36)","3.82 (3.06, 5.48)","4.49 (3.63, 5.80)","5.37 (3.87, 6.40)","6.00 (3.81, 7.40)","6.03 (3.85, 7.59)","6.29 (3.89, 7.91)","99.52 (-1.70, 201.78)"
"Chouteau County, Montana",30015,"3.01 (2.09, 4.94)","3.13 (2.28, 4.90)","3.34 (2.51, 4.84)","3.95 (2.97, 5.26)","5.06 (3.46, 6.53)","5.75 (3.59, 7.65)","5.85 (3.55, 7.87)","5.98 (3.49, 8.02)","98.86 (-5.97, 208.53)"
"Custer County, Montana",30017,"2.97 (2.12, 4.83)","3.15 (2.34, 4.95)","3.41 (2.59, 4.92)","3.88 (2.94, 5.25)","4.57 (3.03, 5.89)","5.10 (3.02, 6.82)","5.02 (2.88, 6.77)","5.20 (2.90, 7.16)","74.97 (-14.75, 172.52)"
"Daniels County, Montana",30019,"2.63 (1.72, 4.26)","2.76 (1.87, 4.38)","2.90 (2.01, 4.26)","3.29 (2.28, 4.69)","3.96 (2.61, 5.59)","4.67 (2.83, 6.93)","4.62 (2.73, 7.12)","4.77 (2.67, 7.42)","81.28 (-15.32, 208.26)"
"Dawson County, Montana",30021,"2.07 (1.40, 3.39)","2.22 (1.54, 3.52)","2.46 (1.80, 3.56)","2.94 (2.17, 4.01)","3.68 (2.48, 4.91)","4.03 (2.50, 5.60)","4.12 (2.43, 5.81)","4.23 (2.53, 6.05)","104.11 (-0.98, 225.19)"
"Deer Lodge County, Montana",30023,"3.39 (2.39, 5.69)","3.68 (2.71, 5.88)","4.04 (3.03, 5.92)","4.62 (3.54, 6.11)","5.48 (3.75, 6.99)","6.13 (3.83, 8.16)","6.35 (3.91, 8.69)","6.57 (3.91, 9.02)","94.01 (-6.32, 204.77)"
"Fallon County, Montana",30025,"2.22 (1.51, 3.64)","2.35 (1.67, 3.68)","2.56 (1.87, 3.72)","2.99 (2.19, 4.05)","3.62 (2.41, 4.79)","3.92 (2.37, 5.30)","3.95 (2.27, 5.41)","4.06 (2.34, 5.65)","83.14 (-9.57, 188.42)"
"Fergus County, Montana",30027,"3.28 (2.36, 5.33)","3.42 (2.53, 5.29)","3.70 (2.82, 5.30)","4.28 (3.24, 5.55)","5.17 (3.42, 6.64)","5.59 (3.29, 7.27)","5.67 (3.33, 7.47)","6.06 (3.57, 8.17)","84.57 (-9.13, 187.52)"
"Flathead County, Montana",30029,"3.22 (2.44, 5.24)","3.46 (2.68, 5.36)","3.78 (3.07, 5.25)","4.39 (3.55, 5.65)","5.29 (3.75, 6.31)","5.85 (3.70, 7.16)","5.99 (3.74, 7.42)","6.27 (3.84, 7.82)","94.84 (-4.02, 189.84)"
"Gallatin County, Montana",30031,"2.80 (2.06, 4.54)","2.92 (2.23, 4.42)","3.14 (2.49, 4.48)","3.63 (2.90, 4.72)","4.35 (3.12, 5.41)","4.68 (3.12, 5.83)","4.80 (3.01, 6.03)","4.95 (3.16, 6.37)","76.69 (-11.82, 158.19)"
"Garfield County, Montana",30033,"2.40 (1.53, 4.14)","2.54 (1.71, 4.17)","2.74 (1.89, 4.15)","3.12 (2.18, 4.46)","3.65 (2.36, 5.15)","4.15 (2.46, 6.06)","4.19 (2.43, 6.27)","4.15 (2.38, 6.32)","73.26 (-15.51, 175.45)"
"Glacier County, Montana",30035,"5.25 (3.62, 8.85)","5.96 (4.24, 9.52)","6.84 (5.03, 9.87)","8.37 (6.23, 11.23)","10.44 (7.28, 13.48)","11.85 (7.78, 15.66)","12.14 (7.49, 16.08)","12.63 (7.95, 16.98)","140.66 (18.18, 278.78)"
"Golden Valley County, Montana",30037,"2.93 (1.86, 5.09)","3.00 (2.06, 4.85)","3.17 (2.27, 4.71)","3.66 (2.60, 5.19)","4.31 (2.74, 5.91)","4.74 (2.84, 6.69)","4.72 (2.72, 6.73)","4.94 (2.73, 7.22)","68.50 (-20.19, 179.95)"
"Granite County, Montana",30039,"2.98 (1.97, 4.94)","3.13 (2.15, 5.05)","3.33 (2.39, 4.88)","3.79 (2.67, 5.12)","4.42 (2.87, 6.08)","4.65 (2.76, 6.55)","4.82 (2.74, 6.85)","5.01 (2.80, 7.40)","68.22 (-21.91, 180.33)"
"Hill County, Montana",30041,"3.20 (2.17, 5.26)","3.39 (2.35, 5.41)","3.74 (2.73, 5.54)","4.31 (3.19, 5.84)","5.19 (3.48, 6.87)","5.91 (3.61, 8.03)","6.08 (3.53, 8.59)","6.34 (3.74, 9.06)","98.37 (-3.92, 214.24)"
"Jefferson County, Montana",30043,"3.22 (2.27, 5.35)","3.41 (2.44, 5.40)","3.66 (2.75, 5.37)","4.20 (3.15, 5.64)","4.97 (3.36, 6.50)","5.58 (3.47, 7.53)","5.32 (3.22, 7.29)","5.70 (3.45, 7.97)","77.04 (-16.45, 177.90)"
"Judith Basin County, Montana",30045,"2.84 (1.89, 4.92)","2.92 (2.00, 4.74)","3.06 (2.19, 4.49)","3.57 (2.58, 4.80)","4.36 (2.92, 5.88)","4.79 (2.95, 6.59)","4.83 (2.83, 6.69)","4.80 (2.78, 6.85)","69.14 (-19.69, 164.88)"
"Lake County, Montana",30047,"3.36 (2.38, 5.65)","3.68 (2.74, 5.80)","4.07 (3.17, 5.99)","4.84 (3.77, 6.38)","5.89 (4.09, 7.54)","6.27 (4.02, 8.17)","6.44 (4.05, 8.55)","6.62 (4.10, 8.86)","96.73 (-1.57, 203.52)"
"Lewis and Clark County, Montana",30049,"3.02 (2.23, 4.89)","3.25 (2.47, 5.00)","3.57 (2.84, 5.06)","4.09 (3.26, 5.31)","4.83 (3.40, 5.99)","5.30 (3.39, 6.64)","5.47 (3.32, 7.06)","5.59 (3.44, 7.26)","85.04 (-11.34, 179.54)"
"Liberty County, Montana",30051,"3.33 (2.13, 5.64)","3.37 (2.23, 5.31)","3.54 (2.46, 5.24)","4.16 (2.87, 5.85)","4.98 (3.25, 6.90)","5.24 (3.14, 7.59)","5.30 (2.90, 7.70)","5.37 (2.98, 7.80)","61.42 (-24.17, 160.97)"
"Lincoln County, Montana",30053,"3.68 (2.56, 6.09)","3.93 (2.89, 6.26)","4.36 (3.33, 6.22)","5.14 (3.91, 6.67)","6.17 (4.12, 7.85)","6.85 (4.07, 8.86)","7.05 (4.28, 9.38)","7.13 (4.28, 9.51)","93.78 (-5.51, 201.86)"
"Madison County, Montana",30057,"2.56 (1.76, 4.24)","2.71 (1.94, 4.18)","2.92 (2.17, 4.33)","3.40 (2.51, 4.66)","4.06 (2.71, 5.43)","4.39 (2.62, 5.93)","4.44 (2.57, 6.19)","4.47 (2.60, 6.25)","74.76 (-16.58, 177.02)"
"McCone County, Montana",30055,"2.39 (1.61, 4.01)","2.44 (1.71, 3.94)","2.59 (1.91, 3.81)","3.01 (2.20, 4.13)","3.62 (2.41, 4.84)","3.91 (2.39, 5.44)","4.17 (2.43, 5.95)","4.36 (2.59, 6.33)","82.66 (-13.03, 193.67)"
"Meagher County, Montana",30059,"2.92 (2.00, 4.93)","3.05 (2.17, 4.89)","3.38 (2.46, 4.96)","3.78 (2.75, 5.15)","4.33 (2.88, 5.75)","4.80 (2.95, 6.62)","5.11 (2.93, 7.12)","5.09 (2.99, 7.25)","74.25 (-14.43, 171.81)"
"Mineral County, Montana",30061,"3.30 (2.13, 5.53)","3.43 (2.36, 5.53)","3.73 (2.64, 5.64)","4.36 (3.12, 6.23)","5.39 (3.46, 7.43)","6.00 (3.59, 8.46)","6.39 (3.57, 9.27)","6.72 (3.73, 9.90)","103.68 (-2.03, 239.68)"
"Missoula County, Montana",30063,"3.32 (2.52, 5.40)","3.58 (2.78, 5.60)","3.95 (3.19, 5.59)","4.75 (3.82, 6.08)","5.78 (4.16, 6.94)","6.58 (4.31, 8.07)","6.85 (4.41, 8.38)","7.13 (4.61, 8.82)","114.58 (9.19, 215.73)"
"Musselshell County, Montana",30065,"2.99 (2.00, 4.93)","3.19 (2.21, 4.90)","3.47 (2.51, 4.96)","4.12 (3.01, 5.59)","5.11 (3.45, 6.91)","5.42 (3.36, 7.49)","5.72 (3.46, 8.03)","5.92 (3.48, 8.43)","98.21 (-5.42, 220.01)"
"Park County, Montana",30067,"2.56 (1.78, 4.24)","2.73 (1.96, 4.31)","2.97 (2.21, 4.40)","3.44 (2.61, 4.57)","4.10 (2.83, 5.32)","4.39 (2.72, 5.82)","4.46 (2.77, 6.02)","4.69 (2.86, 6.49)","83.60 (-9.60, 180.68)"
"Petroleum County, Montana",30069,"2.56 (1.65, 4.42)","2.92 (1.95, 4.65)","3.11 (2.12, 4.66)","3.46 (2.34, 4.92)","4.00 (2.49, 5.78)","4.61 (2.59, 6.87)","4.95 (2.74, 7.82)","4.91 (2.73, 7.84)","91.61 (-10.84, 228.93)"
"Phillips County, Montana",30071,"3.43 (2.29, 5.63)","3.49 (2.43, 5.55)","3.59 (2.66, 5.16)","4.24 (3.10, 5.76)","5.22 (3.48, 6.87)","5.96 (3.67, 8.17)","6.03 (3.58, 8.46)","6.18 (3.55, 8.92)","80.26 (-11.84, 192.48)"
"Pondera County, Montana",30073,"3.09 (2.11, 5.22)","3.23 (2.32, 5.18)","3.46 (2.59, 5.05)","4.03 (3.04, 5.42)","4.98 (3.41, 6.52)","5.54 (3.41, 7.58)","5.50 (3.28, 7.61)","5.71 (3.40, 8.10)","84.57 (-13.64, 196.74)"
"Powder River County, Montana",30075,"2.61 (1.72, 4.50)","2.74 (1.87, 4.56)","2.91 (2.08, 4.38)","3.31 (2.33, 4.66)","3.96 (2.56, 5.47)","4.32 (2.55, 6.05)","4.28 (2.43, 6.21)","4.41 (2.51, 6.60)","69.08 (-19.73, 168.73)"
"Powell County, Montana",30077,"2.96 (2.09, 4.92)","3.13 (2.29, 4.93)","3.41 (2.56, 5.12)","3.94 (2.96, 5.34)","4.60 (3.10, 6.16)","5.11 (3.03, 7.00)","5.07 (2.93, 7.06)","5.26 (3.01, 7.34)","77.77 (-16.32, 172.53)"
"Prairie County, Montana",30079,"2.23 (1.51, 3.66)","2.43 (1.67, 3.76)","2.66 (1.90, 3.91)","3.13 (2.21, 4.24)","3.77 (2.45, 4.98)","4.10 (2.47, 5.64)","4.19 (2.46, 5.95)","4.51 (2.56, 6.55)","101.76 (-4.66, 233.48)"
"Ravalli County, Montana",30081,"2.75 (1.98, 4.40)","3.02 (2.27, 4.57)","3.35 (2.61, 4.79)","4.03 (3.17, 5.19)","4.82 (3.35, 6.06)","5.49 (3.54, 6.91)","5.74 (3.60, 7.48)","5.98 (3.73, 7.78)","117.70 (8.82, 225.38)"
"Richland County, Montana",30083,"2.42 (1.67, 3.99)","2.58 (1.83, 4.07)","2.81 (2.08, 4.12)","3.26 (2.42, 4.44)","3.87 (2.65, 5.03)","4.37 (2.74, 5.81)","4.39 (2.67, 5.94)","4.64 (2.84, 6.51)","91.62 (-5.81, 198.80)"
"Roosevelt County, Montana",30085,"3.89 (2.82, 6.19)","4.31 (3.19, 6.45)","4.91 (3.78, 6.86)","6.01 (4.66, 7.82)","7.69 (5.42, 9.97)","8.81 (5.71, 11.60)","8.97 (5.54, 11.96)","9.05 (5.72, 12.18)","133.01 (21.32, 258.72)"
"Rosebud County, Montana",30087,"3.82 (2.75, 6.17)","4.07 (3.01, 6.17)","4.42 (3.36, 6.25)","5.35 (4.09, 6.94)","6.78 (4.75, 8.94)","7.50 (4.69, 10.03)","7.49 (4.58, 10.12)","7.77 (4.68, 10.63)","103.17 (4.12, 215.64)"
"Sanders County, Montana",30089,"2.86 (2.05, 4.62)","3.07 (2.29, 4.86)","3.39 (2.56, 4.90)","3.96 (3.02, 5.30)","4.80 (3.43, 6.11)","5.21 (3.29, 6.81)","5.44 (3.25, 7.20)","5.69 (3.49, 7.55)","99.33 (-0.18, 202.42)"
"Sheridan County, Montana",30091,"2.37 (1.64, 3.85)","2.63 (1.85, 4.12)","2.92 (2.13, 4.18)","3.54 (2.58, 4.74)","4.51 (2.97, 5.96)","5.12 (3.18, 7.07)","5.31 (3.13, 7.50)","5.66 (3.32, 8.16)","138.58 (16.51, 278.08)"
"Silver Bow County, Montana",30093,"3.24 (2.33, 5.40)","3.43 (2.60, 5.40)","3.67 (2.87, 5.31)","4.26 (3.38, 5.64)","5.06 (3.56, 6.39)","5.68 (3.55, 7.23)","5.62 (3.42, 7.40)","5.72 (3.44, 7.59)","76.50 (-13.94, 173.12)"
"Stillwater County, Montana",30095,"3.05 (2.05, 5.16)","3.18 (2.23, 4.95)","3.38 (2.48, 4.86)","3.99 (2.97, 5.35)","4.85 (3.23, 6.45)","5.22 (3.28, 7.11)","5.11 (3.11, 7.15)","5.38 (3.25, 7.73)","76.34 (-15.85, 186.31)"
"Sweet Grass County, Montana",30097,"2.63 (1.77, 4.46)","2.72 (1.91, 4.39)","2.91 (2.13, 4.40)","3.36 (2.48, 4.58)","3.99 (2.66, 5.43)","4.45 (2.73, 6.14)","4.59 (2.67, 6.49)","4.48 (2.67, 6.33)","70.68 (-19.37, 175.39)"
"Teton County, Montana",30099,"2.79 (1.90, 4.69)","2.89 (2.07, 4.59)","3.09 (2.28, 4.61)","3.53 (2.65, 4.86)","4.20 (2.88, 5.55)","4.57 (2.80, 6.22)","4.67 (2.81, 6.60)","4.83 (2.84, 6.83)","73.27 (-18.78, 174.19)"
"Toole County, Montana",30101,"3.90 (2.48, 6.90)","4.12 (2.74, 6.87)","4.45 (3.06, 6.69)","5.16 (3.62, 7.31)","6.12 (4.03, 8.50)","7.21 (4.31, 10.37)","7.26 (4.17, 10.73)","7.29 (4.14, 11.03)","86.98 (-15.45, 222.32)"
"Treasure County, Montana",30103,"2.56 (1.65, 4.31)","2.80 (1.84, 4.53)","3.05 (2.07, 4.73)","3.45 (2.33, 5.07)","4.02 (2.46, 5.88)","4.41 (2.52, 6.55)","4.87 (2.60, 7.55)","5.08 (2.73, 8.04)","98.27 (-9.62, 248.33)"
"Valley County, Montana",30105,"2.99 (2.08, 4.98)","3.13 (2.21, 4.97)","3.37 (2.47, 4.90)","3.78 (2.81, 5.05)","4.44 (2.94, 5.84)","4.76 (2.95, 6.45)","4.98 (2.99, 7.02)","4.91 (2.94, 6.92)","64.01 (-22.29, 163.61)"
"Wheatland County, Montana",30107,"2.88 (1.90, 4.76)","3.04 (2.10, 4.81)","3.25 (2.31, 4.85)","3.64 (2.62, 4.97)","4.27 (2.87, 5.93)","4.80 (2.87, 6.80)","4.78 (2.77, 6.83)","4.83 (2.74, 7.06)","67.83 (-22.14, 169.64)"
"Wibaux County, Montana",30109,"2.46 (1.64, 4.19)","2.47 (1.71, 3.83)","2.57 (1.82, 3.77)","3.08 (2.18, 4.16)","3.75 (2.43, 5.06)","4.17 (2.52, 5.88)","4.10 (2.37, 5.86)","4.37 (2.46, 6.38)","77.36 (-16.70, 191.79)"
"Yellowstone County, Montana",30111,"2.89 (2.16, 4.71)","3.10 (2.40, 4.78)","3.37 (2.75, 4.83)","3.97 (3.25, 5.15)","4.72 (3.31, 5.64)","5.28 (3.48, 6.39)","5.36 (3.46, 6.54)","5.61 (3.55, 6.96)","94.09 (-1.73, 185.94)"
Nebraska,31,"2.77 (2.33, 4.29)","3.08 (2.65, 4.55)","3.43 (3.03, 4.73)","4.11 (3.42, 5.14)","5.02 (3.60, 5.65)","5.58 (3.66, 6.24)","5.76 (3.70, 6.53)","5.94 (3.86, 6.81)","114.26 (12.27, 180.41)"
