county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Sussex,Virginia,36.9218,-77.2618,52309.44711910762,Chesterfield power station
Lancaster,Virginia,37.7345,-76.4632,90065.7038530714,Chesterfield power station
Alleghany,North Carolina,36.4916,-81.1271,98638.92958163036,Belews Creek Steam Station
Pushmataha,Oklahoma,34.4162,-95.3759,44826.42005747691,Hugo Plant
Louisa,Iowa,41.2185,-91.2596,17783.50229610634,Louisa Generating Station
Candler,Georgia,32.4034,-82.0737,144454.18014771704,Cope Station
Roosevelt,Montana,48.2945,-105.0164,259310.9880007805,Antelope Valley Station
St. Helena,Louisiana,30.822,-90.7103,63982.563465508814,Big Cajun II Power Plant
Barnes,North Dakota,46.9361,-98.0716,217788.72862637826,Big Stone Power Plant
North Slope,Alaska,69.3122,-153.481,3026445.791087807,Centralia Power Plant
Hancock,Iowa,43.0819,-93.7343,200131.95560866696,John Madgett Station
Lake,Minnesota,47.641,-91.4458,41801.719788196875,Silver Bay Power Plant
Box Butte,Nebraska,42.2197,-103.0857,148845.16715471563,Laramie River Station
Mackinac,Michigan,46.0804,-85.0867,288310.78933986655,Karn Generating Plant
Early,Georgia,31.3228,-84.9036,218667.9190274796,Scherer Steam Generating Station
Carroll,Kentucky,38.6678,-85.1236,11692.027801327013,Ghent Generating Station
Lincoln,Washington,47.5763,-118.4187,348611.92365074344,Centralia Power Plant
Evans,Georgia,32.1568,-81.8869,156082.44599973256,Cope Station
Bollinger,Missouri,37.3222,-90.0259,60978.29456023527,Sikeston power station
Winnebago,Iowa,43.3776,-93.7342,179154.3291388545,John Madgett Station
Red Willow,Nebraska,40.1758,-100.4769,115143.79338035018,Gerald Gentleman Station
Wilcox,Alabama,31.9893,-87.3082,127682.41881733642,Barry Steam Plant
Middlesex,Virginia,37.6303,-76.5697,76886.49209397752,Chesterfield power station
Walsh,North Dakota,48.3695,-97.7213,279606.55254905665,Coal Creek Station
Custer,Nebraska,41.3943,-99.7262,123583.08207117284,Gerald Gentleman Station
Leslie,Kentucky,37.0941,-83.3811,94872.16064291973,Virginia City Hybrid Energy Center
Essex,Virginia,37.9435,-76.9516,72869.73771597215,Chesterfield power station
Colfax,Nebraska,41.574,-97.0865,54596.746025149776,Lon Wright Power Plant
Guthrie,Iowa,41.6837,-94.5011,124877.5749684241,Walter Scott Jr. Energy Center
Bradley,Arkansas,33.4664,-92.1624,106179.07184017122,White Bluff Generating Plant
Gates,North Carolina,36.4449,-76.7005,120547.19889991509,Chesterfield power station
Cumberland,Illinois,39.2733,-88.2402,37531.52792261306,Newton power station
Mitchell,Iowa,43.3564,-92.789,126836.47662269695,John Madgett Station
Crawford,Indiana,38.2924,-86.4517,54447.34477313655,Mill Creek Station
Carbon,Montana,45.2274,-109.0281,126691.3576026252,Hardin Generating Station
Johnston,Oklahoma,34.3165,-96.6606,127976.82013940834,Hugo Plant
Coosa,Alabama,32.9362,-86.2477,39343.46379276811,Gaston Steam Plant
Washington,Idaho,44.4524,-116.7847,397793.44295669947,North Valmy Station
Franklin,Texas,33.1755,-95.2184,37727.36848355292,Welsh Power Plant
Noxubee,Mississippi,33.1102,-88.5698,67265.37348581273,Red Hills Generation Facility
Chicot,Arkansas,33.267,-91.2937,150262.34411673355,White Bluff Generating Plant
Bullock,Alabama,32.1005,-85.7157,144629.04965048336,Gaston Steam Plant
Camden,North Carolina,36.3877,-76.2064,152277.8934958538,Chesterfield power station
Lowndes,Alabama,32.1547,-86.6501,122033.29829124399,Gaston Steam Plant
Montgomery,Iowa,41.0302,-95.1563,59638.716957238525,Walter Scott Jr. Energy Center
Ralls,Missouri,39.5277,-91.522,95990.32551880078,Thomas Hill Energy Center
Madison,Louisiana,32.3644,-91.2427,176075.00936140184,Brame Energy power station
Metcalfe,Kentucky,36.9905,-85.6292,92317.4720470838,Cooper power station
Roberts,South Dakota,45.6296,-96.9461,49620.799316979566,Big Stone Power Plant
Clay,Texas,33.7855,-98.2085,268273.9091850227,Hugo Plant
Pike,Arkansas,34.1637,-93.6565,58633.425137134385,John W. Turk Jr. Power Plant
Nemaha,Kansas,39.7834,-96.0141,55824.1672809243,Jeffrey Energy Center
Holt,Nebraska,42.4557,-98.7838,181583.35266580642,Platte Generating Station
Butte,South Dakota,44.9058,-103.5079,164013.70923271403,Neil Simpson Power Plants
Howard,Missouri,39.1425,-92.6963,45820.667036723884,Thomas Hill Energy Center
Alcona,Michigan,44.6854,-83.5937,117696.51855495381,Karn Generating Plant
Love,Oklahoma,33.9499,-97.2441,177847.6921195105,Hugo Plant
Nome,Alaska,64.9111,-164.0272,3182722.0618039467,Centralia Power Plant
Ochiltree,Texas,36.2784,-100.8157,137460.88180997863,Harrington Station
Franklin,Iowa,42.7325,-93.2625,157877.4459771239,Archer Daniels Midland Cedar Rapids Power Plant
Perry,Arkansas,34.9475,-92.9312,92979.52434383762,White Bluff Generating Plant
Carroll,Mississippi,33.4485,-89.9202,65763.48747109744,Red Hills Generation Facility
Keokuk,Iowa,41.3365,-92.1786,41220.87023159839,Ottumwa Generating Station
Lewis,Missouri,40.0969,-91.7221,98999.78862337316,Thomas Hill Energy Center
Jackson,Minnesota,43.6742,-95.1541,180140.86369740427,George Neal Station North
Pulaski,Georgia,32.2323,-83.476,96930.59970540994,Scherer Steam Generating Station
Duval,Texas,27.6814,-98.5089,113413.2977309926,San Miguel Electric Cooperative
Marshall,Kansas,39.7836,-96.5229,65304.825449689066,Jeffrey Energy Center
Sabine,Texas,31.3432,-93.8518,107936.55536489263,Brame Energy power station
Calhoun,Iowa,42.3852,-94.6404,142233.13407095065,George Neal Station South
West Carroll,Louisiana,32.7885,-91.4568,192084.68142139,White Bluff Generating Plant
Tunica,Mississippi,34.6507,-90.375,147801.55702799885,Independence Steam Station
Montgomery,Mississippi,33.494,-89.6164,39244.85610689469,Red Hills Generation Facility
Yuma,Colorado,40.0029,-102.4243,109694.73146412703,Pawnee Station
Webster,Mississippi,33.6131,-89.2848,26993.781737412053,Red Hills Generation Facility
Scott,Arkansas,34.8607,-94.0632,64383.808531177994,River Valley power station
Grundy,Missouri,40.1139,-93.5653,100897.6110905477,Thomas Hill Energy Center
Zavala,Texas,28.8662,-99.7605,126554.94620634348,San Miguel Electric Cooperative
Runnels,Texas,31.8311,-99.9762,289028.1729006851,Sandy Creek Plant
Martin,Indiana,38.708,-86.8031,43960.31798089682,Petersburg Generating Station
Lanier,Georgia,31.0379,-83.0628,155886.0684758667,Deerhaven Generating Station
Parmer,Texas,34.5301,-102.7845,43085.74103700447,Tolk Station
Switzerland,Indiana,38.8262,-85.0369,8612.742472861506,Ghent Generating Station
Emery,Utah,38.9968,-110.7006,34511.31436906967,Hunter Power Plant
Sac,Iowa,42.3862,-95.1054,104042.75888540571,George Neal Station South
Swift,Minnesota,45.2827,-95.6814,65124.21417450479,Big Stone Power Plant
McLean,North Dakota,47.6069,-101.3218,28265.257951992477,Coal Creek Station
Marion,Texas,32.798,-94.3572,39240.20605091232,Pirkey Power Plant
Clarke,Iowa,41.029,-93.7852,103689.47513777105,Ottumwa Generating Station
Rock,Minnesota,43.6747,-96.2532,150213.19992640088,George Neal Station North
Mountrail,North Dakota,48.2013,-102.3557,100246.76223443118,Antelope Valley Station
Caldwell,Louisiana,32.0925,-92.1166,95893.80072680919,Brame Energy power station
Cumberland,Virginia,37.5121,-78.245,77684.85979571604,Chesterfield power station
Stevens,Minnesota,45.5861,-96.0003,50746.86643850303,Big Stone Power Plant
Linn,Kansas,38.2123,-94.843,22915.638876435914,La Cygne Generating Station
Wilkes,Georgia,33.7819,-82.7432,127248.25203888194,Scherer Steam Generating Station
Grand,Utah,38.982,-109.5699,125036.62632898285,Bonanza Power Plant
Humboldt,Iowa,42.7765,-94.2072,184811.10223071728,George Neal Station South
Yellow Medicine,Minnesota,44.7163,-95.8684,82709.96649911613,Big Stone Power Plant
Irwin,Georgia,31.6022,-83.2764,169231.01660082015,Scherer Steam Generating Station
Iron,Missouri,37.5552,-90.7735,78123.14676287507,Rush Island power station
Wayne,Nebraska,42.2093,-97.1193,62242.64686940491,George Neal Station North
McCormick,South Carolina,33.8995,-82.31,132571.13390962643,Cope Station
Cheyenne,Nebraska,41.2198,-102.995,125164.42852955218,Pawnee Station
Latimer,Oklahoma,34.876,-95.2504,65617.10737696248,River Valley power station
Greenlee,Arizona,33.2152,-109.2402,122572.59130622545,Springerville Generating Station
Chattahoochee,Georgia,32.347,-84.787,120431.02311793873,Wansley Plant
Brown,Kansas,39.8265,-95.5642,65513.251576720715,Iatan Generating Station
Benewah,Idaho,47.2176,-116.6587,474207.7930531583,Centralia Power Plant
Brewster,Texas,29.8119,-103.2517,479956.9025279066,San Miguel Electric Cooperative
Nowata,Oklahoma,36.7985,-95.6174,41954.25912410655,Northeastern Station
Rice,Kansas,38.3472,-98.201,208957.60528106315,Jeffrey Energy Center
Howard,Iowa,43.3568,-92.3172,93359.6933384364,Lansing power station
Todd,South Dakota,43.1934,-100.7184,237221.76903117003,Gerald Gentleman Station
Emmet,Iowa,43.3781,-94.6785,181754.7490244634,George Neal Station North
Clear Creek,Colorado,39.6891,-105.6444,140225.898785594,Rawhide Energy Station
Beaverhead,Montana,45.1327,-112.8988,418544.8313936697,Naughton Power Plant
Deer Lodge,Montana,46.0608,-113.0678,425545.4959514347,Hardin Generating Station
Hamilton,Nebraska,40.873,-98.0229,27509.409908692454,Platte Generating Station
Clinton,Kentucky,36.7274,-85.1362,57038.01440699429,Cooper power station
Pipestone,Minnesota,44.023,-96.2586,143819.24871044987,Big Stone Power Plant
Charles Mix,South Dakota,43.2079,-98.5879,205461.51612042426,George Neal Station North
Jones,North Carolina,35.0217,-77.3552,217319.68065806568,Mayo Generating Plant
Jasper,Illinois,39.0101,-88.1538,13448.108872197448,Newton power station
Johnson,Georgia,32.7015,-82.6601,114454.09038385909,Scherer Steam Generating Station
Pratt,Kansas,37.6477,-98.7396,199167.20993272305,Holcomb Station
St. Clair,Missouri,38.0372,-93.776,83634.60769867359,La Cygne Generating Station
Kemper,Mississippi,32.7546,-88.6412,87509.08815696875,Red Hills Generation Facility
White Pine,Nevada,39.4421,-114.9016,199886.0522354497,Intermountain power station
Forest,Wisconsin,45.6673,-88.7704,113413.3266960021,Weston Power Plant
McLean,Kentucky,37.5292,-87.2636,18444.10664306006,Wilson Station
Somervell,Texas,32.2222,-97.7744,113329.2387554276,Sandy Creek Plant
Montmorency,Michigan,45.0276,-84.1272,155689.5101637822,Karn Generating Plant
Stephens,Texas,32.7359,-98.8362,225813.5051338364,Sandy Creek Plant
Catahoula,Louisiana,31.6662,-91.847,88005.99145316744,Brame Energy power station
Claiborne,Mississippi,31.9737,-90.9118,144818.3505832519,Big Cajun II Power Plant
Seminole,Georgia,30.9388,-84.8688,255749.16090665222,Scherer Steam Generating Station
Terrell,Georgia,31.777,-84.437,154159.09399606203,Scherer Steam Generating Station
Marshall,Minnesota,48.3581,-96.3685,237079.77682977452,Boswell Energy Center
Davis,Iowa,40.7477,-92.4097,40751.154477297816,Ottumwa Generating Station
Hancock,Kentucky,37.8415,-86.7779,24642.002623746474,Rockport Plant
Cloud,Kansas,39.4803,-97.6492,133817.42193575425,Jeffrey Energy Center
Cuming,Nebraska,41.9164,-96.7874,55196.88289031681,George Neal Station South
Dawson,Montana,47.2664,-104.8995,202277.59918825654,Colstrip Steam Plant
Crittenden,Kentucky,37.3527,-88.0972,61968.78499099839,Green Station
Palo Alto,Iowa,43.0821,-94.6781,162882.08309664947,George Neal Station North
Livingston,Kentucky,37.2096,-88.3537,38114.30570739065,Shawnee Fossil Plant
Phelps,Nebraska,40.5111,-99.4145,93774.41290512767,Whelan Energy Center
Wilkinson,Georgia,32.8024,-83.1712,65975.56107365864,Scherer Steam Generating Station
Stillwater,Montana,45.669,-109.3952,140300.94605985278,Hardin Generating Station
Alger,Michigan,46.4086,-86.604,293439.6061265721,Weston Power Plant
Mitchell,Texas,32.3062,-100.9211,258870.82112178762,Tolk Station
Richmond,Virginia,37.9434,-76.7269,84898.3280992844,Chesterfield power station
Oregon,Missouri,36.6866,-91.4033,111900.73770204603,Independence Steam Station
Caldwell,Missouri,39.6557,-93.9827,72226.09064472199,Hawthorn Station
Turner,Georgia,31.7164,-83.6241,150019.95623873037,Scherer Steam Generating Station
Wilcox,Georgia,31.9729,-83.4323,125620.16097014608,Scherer Steam Generating Station
Dimmit,Texas,28.4226,-99.7566,128998.05586331483,San Miguel Electric Cooperative
Lee,Arkansas,34.7805,-90.7808,114782.79360361958,Independence Steam Station
Greene,Iowa,42.0363,-94.3968,151022.32845552574,North Omaha Station
Sublette,Wyoming,42.7669,-109.9147,125324.21705593169,Naughton Power Plant
Blaine,Oklahoma,35.8752,-98.4334,139893.32983396007,Sooner Generating Station
Monona,Iowa,42.0516,-95.9599,43199.199251233906,George Neal Station South
Woods,Oklahoma,36.7669,-98.8651,165830.48532733074,Sooner Generating Station
Modoc,California,41.5898,-120.725,309642.66831446625,North Valmy Station
Clearwater,Idaho,46.6736,-115.6567,550433.9165859354,Centralia Power Plant
Wilson,Kansas,37.5593,-95.7434,125802.75274877534,Northeastern Station
Wilkinson,Mississippi,31.1611,-91.3109,48334.920428283374,Big Cajun II Power Plant
Perry,Alabama,32.6385,-87.2944,102960.70442782344,Gaston Steam Plant
Montgomery,Georgia,32.1734,-82.5348,154685.3274038703,Scherer Steam Generating Station
Lyon,Kentucky,37.0191,-88.0832,63429.40713025666,Shawnee Fossil Plant
Gallatin,Kentucky,38.7569,-84.8593,15508.992612677439,Ghent Generating Station
Jenkins,Georgia,32.7924,-81.9635,107668.31424474137,Cope Station
Benton,Indiana,40.6063,-87.3109,71920.4230492012,Schahfer Generating Station
Ritchie,West Virginia,39.1783,-81.063,29049.74347985405,Pleasants power station
Quay,New Mexico,35.1043,-103.5498,135932.99929901573,Tolk Station
Ozark,Missouri,36.6493,-92.4447,100959.72982454441,John Twitty Energy Center
Hancock,Georgia,33.2704,-83.0007,78726.96887629396,Scherer Steam Generating Station
Lucas,Iowa,41.0294,-93.3277,65395.40922749563,Ottumwa Generating Station
Monroe,Missouri,39.4954,-92.0007,55180.850613305316,Thomas Hill Energy Center
Turner,South Dakota,43.3109,-97.1487,126145.22136342013,George Neal Station North
Archer,Texas,33.6153,-98.6877,287648.54185390536,Sandy Creek Plant
Platte,Wyoming,42.1331,-104.9659,7529.122451482103,Laramie River Station
Carroll,Missouri,39.427,-93.5052,75881.53024009858,Thomas Hill Energy Center
Mathews,Virginia,37.4354,-76.3436,92121.67777411624,Chesterfield power station
Montgomery,Arkansas,34.539,-93.6594,99479.08155284359,John W. Turk Jr. Power Plant
Clearwater,Minnesota,47.5775,-95.379,134876.10381920091,Boswell Energy Center
Kiowa,Oklahoma,34.9164,-98.9809,244111.91120479477,Sooner Generating Station
Sitka,Alaska,57.2401,-135.3153,1441878.4470077578,Centralia Power Plant
Trimble,Kentucky,38.613,-85.3375,7347.261213547838,Trimble County Generating Station
Madison,Montana,45.3007,-111.9203,341471.2113887105,Hardin Generating Station
Jack,Texas,33.2335,-98.1725,226063.7724351704,Sandy Creek Plant
Rosebud,Montana,46.2297,-106.7307,39667.405102702614,Colstrip Steam Plant
Maries,Missouri,38.1616,-91.9249,104888.34469604885,Labadie power station
Johnson,Wyoming,44.0388,-106.5847,97778.87067273905,Dry Fork Station
Knox,Nebraska,42.6368,-97.8919,128913.75477320804,George Neal Station North
Warren,Indiana,40.3469,-87.3533,47456.292377308186,Cayuga Generating Station
Hickory,Missouri,37.9408,-93.3207,87883.3780289216,John Twitty Energy Center
Daviess,Missouri,39.9608,-93.9855,101414.43375206385,Hawthorn Station
Webster,West Virginia,38.4947,-80.4219,99180.80595798447,Harrison power station
Mercer,North Dakota,47.3092,-101.8315,6829.296468381477,Antelope Valley Station
Cedar,Nebraska,42.5993,-97.2524,77814.95287769107,George Neal Station North
Tyler,West Virginia,39.4653,-80.8848,37021.020737964776,Pleasants power station
Bracken,Kentucky,38.6888,-84.0901,23767.247327349778,Spurlock power station
Dawes,Nebraska,42.7197,-103.1354,158867.38646875328,Laramie River Station
Coffey,Kansas,38.2369,-95.7341,94714.78283942434,Lawrence Energy Center
Custer,South Dakota,43.6776,-103.4515,169216.7175912372,Neil Simpson Power Plants
Kusilvak,Alaska,62.155,-163.3826,3061291.7506531784,Centralia Power Plant
Butler,Nebraska,41.2261,-97.1318,60368.31087167757,Lon Wright Power Plant
Lafayette,Florida,29.9855,-83.1811,80619.69323716676,Deerhaven Generating Station
Nevada,Arkansas,33.664,-93.3072,46812.73734242176,John W. Turk Jr. Power Plant
Perry,Tennessee,35.6426,-87.859,85005.80310184436,Cumberland Steam Plant
Keith,Nebraska,41.1988,-101.6615,45636.53311410483,Gerald Gentleman Station
Prairie,Arkansas,34.8298,-91.5528,70176.4817851767,White Bluff Generating Plant
Allendale,South Carolina,32.9881,-81.3582,51674.56208483164,Cope Station
Atkinson,Georgia,31.2971,-82.88,159802.71774329775,Northside Generating Station
Choctaw,Mississippi,33.3473,-89.2484,4242.68486133225,Red Hills Generation Facility
Baraga,Michigan,46.6626,-88.3652,216091.3119119572,Taconite Harbor Energy Center
Franklin,Virginia,36.6831,-76.9386,87141.1037602624,Chesterfield power station
Houston,Tennessee,36.286,-87.7171,12945.523759240534,Cumberland Steam Plant
Harrison,Missouri,40.3547,-93.992,131550.97283720566,Iatan Generating Station
Murray,Minnesota,44.0221,-95.7633,154362.27498759166,Big Stone Power Plant
Hamilton,Texas,31.7048,-98.1107,112390.12658570513,Sandy Creek Plant
Oscoda,Michigan,44.6818,-84.1298,117857.8588269314,Karn Generating Plant
Clay,West Virginia,38.4625,-81.0751,65449.31464280291,Amos Plant
Lake,Oregon,42.7934,-120.3874,342431.0260318099,North Valmy Station
Graham,North Carolina,35.3502,-83.8335,79970.63359593447,Bull Run Fossil Plant
Clay,Kansas,39.3497,-97.1652,90736.8157356123,Jeffrey Energy Center
San Miguel,Colorado,38.0038,-108.4057,133408.55276585318,San Juan Generating Station
Twiggs,Georgia,32.6672,-83.4271,56251.47548076831,Scherer Steam Generating Station
Hamilton,Illinois,38.0815,-88.5391,57342.09673526027,A.B. Brown Generating Station
Traill,North Dakota,47.4542,-97.1616,244128.34818568386,Big Stone Power Plant
Pocahontas,West Virginia,38.3318,-80.0078,116064.33482094295,Mount Storm power station
Schoolcraft,Michigan,46.1966,-86.1996,300170.7975000124,Edgewater Generating Station
Liberty,Florida,30.2414,-84.8829,246576.50338702954,Deerhaven Generating Station
San Augustine,Texas,31.3942,-94.1682,103257.13007561569,Martin Lake Steam Station
Lemhi,Idaho,44.9433,-113.9333,445253.11712720525,Naughton Power Plant
Doddridge,West Virginia,39.2692,-80.707,34702.48214674813,Harrison power station
Humphreys,Mississippi,33.1287,-90.5266,124950.0119904906,Red Hills Generation Facility
Thomas,Kansas,39.3509,-101.0556,157810.6452295223,Holcomb Station
Richardson,Nebraska,40.125,-95.7175,55248.290679532365,Nebraska City Station
Searcy,Arkansas,35.9109,-92.6995,119592.130887349,Independence Steam Station
Taylor,Georgia,32.5555,-84.2505,69715.60353623591,Scherer Steam Generating Station
Power,Idaho,42.693600000000004,-112.8407,212332.9000819531,Naughton Power Plant
Greene,Alabama,32.8531,-87.9522,120007.52506468732,Miller Steam Plant
Coleman,Texas,31.7732,-99.4536,239126.01188940296,Sandy Creek Plant
Ballard,Kentucky,37.0585,-88.9995,20933.826965827167,Joppa Steam Plant
Anderson,Kansas,38.2142,-95.2933,58579.43649335154,La Cygne Generating Station
Red River,Louisiana,32.0931,-93.3398,96996.644843764,Brame Energy power station
Northwest Arctic,Alaska,67.053,-159.721,3099586.2064080867,Centralia Power Plant
Washakie,Wyoming,43.905,-107.6828,185638.73790827664,Dry Fork Station
Major,Oklahoma,36.3116,-98.5359,134045.69069808125,Sooner Generating Station
Decatur,Iowa,40.7377,-93.7863,111166.88665494754,Ottumwa Generating Station
Yoakum,Texas,33.173,-102.8278,114791.30711994249,Tolk Station
Franklin,Mississippi,31.4772,-90.8979,94469.52813982267,Big Cajun II Power Plant
Merrick,Nebraska,41.169,-98.038,43664.19896739907,Platte Generating Station
Benton,Mississippi,34.8173,-89.1885,159881.95537814137,Red Hills Generation Facility
Lincoln,Georgia,33.7936,-82.4512,140068.21587036917,Cope Station
McCulloch,Texas,31.1989,-99.3476,229519.02443677222,Sandy Creek Plant
Kane,Utah,37.2851,-111.8878,222675.7728323723,Hunter Power Plant
Cleveland,Arkansas,33.8984,-92.1851,58394.40520436094,White Bluff Generating Plant
Winkler,Texas,31.8501,-103.0483,262802.56519470783,Tolk Station
Pleasants,West Virginia,39.371,-81.1606,11652.05181066665,Pleasants power station
Monroe,Iowa,41.0298,-92.869,27454.816254889476,Ottumwa Generating Station
Dade,Missouri,37.4321,-93.8503,51398.74028055821,John Twitty Energy Center
Conejos,Colorado,37.2007,-106.1916,181045.84282693293,Comanche Generating Station
Wheeler,Georgia,32.1171,-82.7246,145825.14159348654,Scherer Steam Generating Station
Clay,Tennessee,36.5511,-85.5439,81165.22718533159,Gallatin Fossil Plant
Marion,Georgia,32.3535,-84.5246,103307.18491833562,Scherer Steam Generating Station
Valley,Montana,48.3653,-106.6675,276064.7247002366,Colstrip Steam Plant
Grant,South Dakota,45.1719,-96.7677,24973.765216268836,Big Stone Power Plant
Boise,Idaho,43.9891,-115.7303,364446.7009446212,North Valmy Station
Doniphan,Kansas,39.7881,-95.1468,40518.36266976959,Iatan Generating Station
Nicholas,Kentucky,38.3356,-84.0153,43991.74760702595,Spurlock power station
Gilmer,West Virginia,38.9241,-80.8571,62124.38744942916,Pleasants power station
East Carroll,Louisiana,32.7325,-91.235,201405.44999647193,Red Hills Generation Facility
Kingman,Kansas,37.5589,-98.1363,155975.09505502926,Sooner Generating Station
Harney,Oregon,43.0641,-118.968,285303.0077695546,North Valmy Station
Castro,Texas,34.5299,-102.2617,47576.913430628396,Tolk Station
Worth,Iowa,43.3774,-93.2609,149645.49744186664,John Madgett Station
Adair,Iowa,41.3307,-94.471,115734.20298644959,Walter Scott Jr. Energy Center
Chariton,Missouri,39.5151,-92.9626,28202.68231077138,Thomas Hill Energy Center
Grant,Kansas,37.5623,-101.308,50469.952812514835,Holcomb Station
Lake,Colorado,39.2025,-106.3448,155388.1188508545,Ray Nixon Power Plant
Elliott,Kentucky,38.1179,-83.0976,90153.18844039083,Spurlock power station
Hutchinson,South Dakota,43.3349,-97.7544,158644.13454136573,George Neal Station North
Rappahannock,Virginia,38.6848,-78.1592,111641.6879312794,Mount Storm power station
Newton,Arkansas,35.92,-93.2179,123392.34685975988,Flint Creek Power Plant
Wallowa,Oregon,45.5799,-117.181,457321.0192337133,Centralia Power Plant
Pepin,Wisconsin,44.5829,-92.0015,31697.725602501232,John Madgett Station
Lexington,Virginia,37.7825,-79.4441,120682.64176280092,Clover power station
Jefferson,Mississippi,31.7342,-91.0373,115960.0527209097,Big Cajun II Power Plant
Pierce,Nebraska,42.2644,-97.6013,100834.79887662365,George Neal Station North
Lee,Kentucky,37.5948,-83.7162,90547.76361733672,E.W. Brown Generating Station
Grand Isle,Vermont,44.7981,-73.2948,235356.38225465245,Merrimack Station
Grant,Oregon,44.4916,-119.0073,391682.5395749535,Centralia Power Plant
Jefferson,Nebraska,40.1757,-97.1427,52370.46064373673,Sheldon Station
Ferry,Washington,48.4703,-118.5166,377838.0182510568,Centralia Power Plant
Van Buren,Iowa,40.7532,-91.95,63719.278165097705,Ottumwa Generating Station
Lake,Tennessee,36.3352,-89.4935,20843.28376026668,New Madrid Power Plant
Shannon,Missouri,37.1574,-91.4005,147494.76379000396,Rush Island power station
Crook,Wyoming,44.5885,-104.5699,72911.29163671407,Neil Simpson Power Plants
Dallam,Texas,36.2779,-102.6022,133273.81489252922,Harrington Station
Forest,Pennsylvania,41.513,-79.236,95075.34400331893,Keystone Generating Station
Brooks,Texas,27.0316,-98.2187,187117.67903106366,San Miguel Electric Cooperative
Union,Indiana,39.6256,-84.9251,19773.552504641666,Whitewater Valley Generating Station
Pocahontas,Iowa,42.7342,-94.6787,146551.77107568685,George Neal Station South
Goliad,Texas,28.6571,-97.4264,21622.689116894835,Coleto Creek power station
Kit Carson,Colorado,39.3055,-102.603,137193.34614926143,Pawnee Station
Tillman,Oklahoma,34.3728,-98.9242,277922.9601370796,Harrington Station
Swisher,Texas,34.5304,-101.735,85307.2613246112,Harrington Station
Blaine,Montana,48.4327,-108.9586,314095.6918567935,Hardin Generating Station
Nemaha,Nebraska,40.3877,-95.8498,26672.329524697772,Nebraska City Station
Bon Homme,South Dakota,42.9885,-97.8846,143560.5455645092,George Neal Station North
Chugach,Alaska,60.7228,-145.7754,2146840.6763837696,Centralia Power Plant
Caribou,Idaho,42.7705,-111.5623,137726.99906119762,Naughton Power Plant
Fall River,South Dakota,43.2394,-103.5275,167541.62664337715,Laramie River Station
Ida,Iowa,42.3869,-95.5135,70636.66895918676,George Neal Station South
Bailey,Texas,34.068600000000004,-102.8299,27293.414447548723,Tolk Station
Beaver,Utah,38.357,-113.2355,140141.66480770905,Intermountain power station
La Salle,Texas,28.3452,-99.0995,72747.68419308914,San Miguel Electric Cooperative
Powell,Montana,46.8564,-112.9361,428610.9664576467,Hardin Generating Station
Schuyler,Illinois,40.158,-90.6151,90193.32183913203,Powerton Generating Station
Pembina,North Dakota,48.7675,-97.5518,309842.46847880195,Coal Creek Station
Monroe,Arkansas,34.6778,-91.2039,90374.11397926457,White Bluff Generating Plant
Weston,Wyoming,43.8404,-104.5677,82155.18878276514,Neil Simpson Power Plants
Wabaunsee,Kansas,38.9533,-96.205,37818.19751850086,Jeffrey Energy Center
Southeast Fairbanks,Alaska,63.8762,-143.213,2280429.26975171,Centralia Power Plant
Refugio,Texas,28.3253,-97.1656,43214.38415136714,Coleto Creek power station
Tucker,West Virginia,39.1136,-79.565,27690.588877051054,Mount Storm power station
Charles City,Virginia,37.3567,-77.0622,28487.5162276311,Chesterfield power station
Thurston,Nebraska,42.1582,-96.544,21705.673013760803,George Neal Station South
Huerfano,Colorado,37.6847,-104.9606,67150.77369045487,Comanche Generating Station
Childress,Texas,34.5291,-100.2076,164616.0583001369,Harrington Station
Lac qui Parle,Minnesota,44.9955,-96.1735,43413.08667843505,Big Stone Power Plant
Russell,Kansas,38.9148,-98.7624,188949.886159889,Whelan Energy Center
Clinch,Georgia,30.915,-82.7063,123277.55590028544,Northside Generating Station
Burt,Nebraska,41.8515,-96.3286,48356.53868771563,Lon Wright Power Plant
Fremont,Iowa,40.7456,-95.6047,19892.423049852114,Nebraska City Station
Hancock,Tennessee,36.5236,-83.2219,90283.24633070233,Virginia City Hybrid Energy Center
King and Queen,Virginia,37.7186,-76.8953,56886.068474347805,Chesterfield power station
Galax,Virginia,36.666,-80.9176,87967.20451688372,Belews Creek Steam Station
Pershing,Nevada,40.4404,-118.4044,116676.21057744599,North Valmy Station
Wolfe,Kentucky,37.7393,-83.4932,107664.33944407257,E.W. Brown Generating Station
Clark,Missouri,40.4103,-91.7384,102868.98009021569,Ottumwa Generating Station
Buena Vista,Virginia,37.7319,-79.3569,111832.1927332561,Clover power station
Dallas,Arkansas,33.9699,-92.6544,69174.09122019669,White Bluff Generating Plant
Broadwater,Montana,46.3324,-111.4955,308130.74258556747,Hardin Generating Station
Kearney,Nebraska,40.5067,-98.948,54561.86649624807,Whelan Energy Center
Surry,Virginia,37.1098,-76.9002,52427.43820695035,Chesterfield power station
Fulton,Kentucky,36.554,-89.1873,33815.20197314756,New Madrid Power Plant
Wayne,Iowa,40.7395,-93.3274,76267.8000815922,Ottumwa Generating Station
Randolph,Georgia,31.7627,-84.7542,169252.94950746928,Scherer Steam Generating Station
